edge_id,avg_vehicle_count,avg_speed_kmh,total_co2_mg,avg_occupancy
-101943154#1,0.0,50.00400000000001,0.0,0.0
-101943160#0,0.0,79.99199999999999,0.0,0.0
-101943160#1,0.0,79.99199999999999,0.0,0.0
-101943171#0,0.0,50.00400000000001,0.0,0.0
-101943171#1,0.0,50.00400000000001,0.0,0.0
-101943172#0,0.0,50.00400000000001,0.0,0.0
-101943172#1,0.0,50.00400000000001,0.0,0.0
-101943180#0,0.0,50.00400000000001,0.0,0.0
-101943180#1,0.0,50.00400000000001,0.0,0.0
-101966381#0,0.0,10.007999999999997,0.0,0.0
-101966381#1,0.0,10.007999999999997,0.0,0.0
-101966385#0,0.0,50.00400000000001,0.0,0.0
-101966385#1,0.0,50.00400000000001,0.0,0.0
-101966393#0,0.0,50.00400000000001,0.0,0.0
-101966393#1,0.0,50.00400000000001,0.0,0.0
-101966396#0,0.0,50.00400000000001,0.0,0.0
-101966396#1,0.0,50.00400000000001,0.0,0.0
-101966397#0,0.0,50.00400000000001,0.0,0.0
-101966397#1,0.0,50.00400000000001,0.0,0.0
-101966424#0,0.0,50.00400000000001,0.0,0.0
-101966424#1,0.0,50.00400000000001,0.0,0.0
-101966427#0,0.0,50.00400000000001,0.0,0.0
-101966427#1,0.0,50.00400000000001,0.0,0.0
-101966430#0,0.0,50.00400000000001,0.0,0.0
-101966430#1,0.0,50.00400000000001,0.0,0.0
-101966443#0,0.0,79.99199999999999,0.0,0.0
-101966443#1,0.0,79.99199999999999,0.0,0.0
-101966453#0,0.0,50.00400000000001,0.0,0.0
-101966453#1,0.0,50.00400000000001,0.0,0.0
-101966457#0,0.0,50.00400000000001,0.0,0.0
-101966457#1,0.0,50.00400000000001,0.0,0.0
-101966461#0,0.0,50.00400000000001,0.0,0.0
-101966461#1,0.0,50.00400000000001,0.0,0.0
-101966462#0,0.0,50.00400000000001,0.0,0.0
-101966462#1,0.0,50.00400000000001,0.0,0.0
-101966481#0,0.0,50.00400000000001,0.0,0.0
-101966481#1,0.0,50.00400000000001,0.0,0.0
-101966486#0,0.0,10.007999999999997,0.0,0.0
-101966486#1,0.0,10.007999999999997,0.0,0.0
-101966488#0,0.0,50.00400000000001,0.0,0.0
-101966488#1,0.0,50.00400000000001,0.0,0.0
-101966492#0,0.0,50.00400000000001,0.0,0.0
-101966492#1,0.0,50.00400000000001,0.0,0.0
-101966494#0,0.0,50.00400000000001,0.0,0.0
-101966494#1,0.0,50.00400000000001,0.0,0.0
-101966506#0,0.0,50.00400000000001,0.0,0.0
-101966506#1,0.0,50.00400000000001,0.0,0.0
-101966508#0,0.0,50.00400000000001,0.0,0.0
-101966508#1,0.0,50.00400000000001,0.0,0.0
-101972876#0,0.0,50.00400000000001,0.0,0.0
-101972876#1,0.0,50.00400000000001,0.0,0.0
-101972878#0,0.0,50.00400000000001,0.0,0.0
-101972878#1,0.0,50.00400000000001,0.0,0.0
-101972883#0,0.0,50.00400000000001,0.0,0.0
-101972883#1,0.0,50.00400000000001,0.0,0.0
-101972886#0,0.0,50.00400000000001,0.0,0.0
-101972886#1,0.0,50.00400000000001,0.0,0.0
-101972889#0,0.0,10.007999999999997,0.0,0.0
-101972889#1,0.0,10.007999999999997,0.0,0.0
-101972892#0,0.0,50.00400000000001,0.0,0.0
-101972892#1,0.0,50.00400000000001,0.0,0.0
-101972898#0,0.0,50.00400000000001,0.0,0.0
-101972898#1,0.0,50.00400000000001,0.0,0.0
-101972902#0,0.0,50.00400000000001,0.0,0.0
-101972902#1,0.0,50.00400000000001,0.0,0.0
-101972909#0,0.0,50.00400000000001,0.0,0.0
-101972909#1,0.0,50.00400000000001,0.0,0.0
-101972912#0,0.0,50.00400000000001,0.0,0.0
-101972912#1,0.0,50.00400000000001,0.0,0.0
-101972913#0,0.0,50.00400000000001,0.0,0.0
-101972913#1,0.0,50.00400000000001,0.0,0.0
-101972916#0,0.0,10.007999999999997,0.0,0.0
-101972916#1,0.0,10.007999999999997,0.0,0.0
-101972917#0,0.0,10.007999999999997,0.0,0.0
-101972917#1,0.1,9.897126146007844,6716.667444797629,0.010388844367756066
-101972921#0,0.0,50.00400000000001,0.0,0.0
-101972921#1,0.0,50.00400000000001,0.0,0.0
-101972930#0,0.0,10.007999999999997,0.0,0.0
-101972930#1,0.0,10.007999999999997,0.0,0.0
-101972940#0,0.0,50.00400000000001,0.0,0.0
-101972940#1,0.0,50.00400000000001,0.0,0.0
-101972944#0,0.0,50.00400000000001,0.0,0.0
-101972944#1,0.0,50.00400000000001,0.0,0.0
-101972949#0,0.1,37.75503422893565,18807.5526986188,0.03940091792730709
-101972949#1,0.2,36.44030307609698,16050.682144045228,0.08569898232458488
-101972952#0,0.0,50.00400000000001,0.0,0.0
-101972952#1,0.0,50.00400000000001,0.0,0.0
-101972954#0,0.0,50.00400000000001,0.0,0.0
-101972954#1,0.0,50.00400000000001,0.0,0.0
-101972955#0,0.0,50.00400000000001,0.0,0.0
-101972955#1,0.0,50.00400000000001,0.0,0.0
-101972956#0,0.0,50.00400000000001,0.0,0.0
-101972956#1,0.0,50.00400000000001,0.0,0.0
-101972960#0,0.0,50.00400000000001,0.0,0.0
-101972960#1,0.0,50.00400000000001,0.0,0.0
-101972962#0,0.0,50.00400000000001,0.0,0.0
-101972962#1,0.0,50.00400000000001,0.0,0.0
-101972966#0,0.0,50.00400000000001,0.0,0.0
-101972966#1,0.0,50.00400000000001,0.0,0.0
-101972968#0,0.0,10.007999999999997,0.0,0.0
-101972968#1,0.0,10.007999999999997,0.0,0.0
-101999555#0,0.0,79.99199999999999,0.0,0.0
-101999555#1,0.0,79.99199999999999,0.0,0.0
-102004664#0,0.0,10.007999999999997,0.0,0.0
-102004664#1,0.0,10.007999999999997,0.0,0.0
-102004665#0,0.0,10.007999999999997,0.0,0.0
-102004665#1,0.0,10.007999999999997,0.0,0.0
-102015126#0,0.0,79.99199999999999,0.0,0.0
-102015126#1,0.0,79.99199999999999,0.0,0.0
-102015135#0,0.0,79.99199999999999,0.0,0.0
-102015135#1,0.0,79.99199999999999,0.0,0.0
-102015141#0,0.0,50.00400000000001,0.0,0.0
-102015141#1,0.0,50.00400000000001,0.0,0.0
-102015145#0,0.0,50.00400000000001,0.0,0.00022370998475261072
-102015145#1,0.1,46.22136252465356,4020.0196837558096,0.013962068194477437
-102015151#0,0.0,79.99199999999999,0.0,0.0
-102015151#1,0.1,74.74400050665905,5387.943151543141,0.018062397372742203
-102015157#0,0.0,50.00400000000001,0.0,0.0
-102015157#1,0.0,50.00400000000001,0.0,0.0
-102015158#0,0.0,50.00400000000001,0.0,0.0
-102015158#1,0.0,50.00400000000001,0.0,0.0
-102015173#0,0.0,50.00400000000001,0.0,0.0
-102015173#1,0.1,49.26736743471124,1999.2069832759837,0.013270421704511945
-102015185#0,0.0,50.00400000000001,0.0,0.0
-102015185#1,0.0,50.00400000000001,0.0,0.0
-102015187#0,0.1,46.047097079302446,0.0,0.01436976836273474
-102015187#1,0.0,50.00400000000001,0.0,0.0
-102015198#0,0.0,50.00400000000001,0.0,0.0
-102015198#1,0.0,50.00400000000001,0.0,0.0
-102018183#0,0.0,10.007999999999997,0.0,0.0
-102018183#1,0.0,10.007999999999997,0.0,0.0
-102023517#0,0.0,50.00400000000001,0.0,0.0
-102023517#1,0.0,50.00400000000001,0.0,0.0
-102023527#0,0.0,50.00400000000001,0.0,0.0
-102023527#1,0.0,50.00400000000001,0.0,0.0
-102023528#0,0.0,10.007999999999997,0.0,0.0
-102023528#1,0.0,10.007999999999997,0.0,0.0
-102023533#0,0.0,50.00400000000001,0.0,0.0
-102023533#1,0.0,50.00400000000001,0.0,0.0
-102023536#0,0.0,39.995999999999995,0.0,0.0
-102023536#1,0.0,39.995999999999995,0.0,0.0
-102023538#0,0.0,79.99199999999999,0.0,0.0
-102023538#1,0.0,79.99199999999999,0.0,0.0
-102023543#0,0.0,79.99199999999999,0.0,0.0
-102023543#1,0.0,79.99199999999999,0.0,0.0
-102023551#0,0.0,50.00400000000001,0.0,0.0
-102023551#1,0.2,42.27098969456619,5160.584578037806,0.29824682543036335
-102023553#0,0.0,50.00400000000001,0.0,0.0
-102023553#1,0.0,50.00400000000001,0.0,0.0
-102023558#0,0.0,79.99199999999999,0.0,0.0
-102023558#1,0.0,79.99199999999999,0.0,0.0
-102023561#0,0.0,50.00400000000001,0.0,0.0
-102023561#1,0.0,50.00400000000001,0.0,0.0
-102023563#0,0.0,10.007999999999997,0.0,0.0
-102023563#1,0.0,10.007999999999997,0.0,0.0
-102023565#0,0.0,50.00400000000001,0.0,0.0
-102023565#1,0.0,50.00400000000001,0.0,0.0
-102023575#0,0.0,50.00400000000001,0.0,0.0
-102023575#1,0.0,50.00400000000001,0.0,0.0
-102023576#0,0.0,50.00400000000001,0.0,0.0
-102023576#1,0.0,50.00400000000001,0.0,0.0
-102023577#0,0.0,50.00400000000001,0.0,0.0
-102023577#1,0.0,50.00400000000001,0.0,0.0
-102023578#0,0.0,79.99199999999999,0.0,0.0
-102023578#1,0.0,79.99199999999999,0.0,0.0
-102023589#0,0.0,10.007999999999997,0.0,0.0
-102023589#1,0.0,10.007999999999997,0.0,0.0
-102023597#0,0.0,50.00400000000001,0.0,0.0
-102023597#1,0.0,50.00400000000001,0.0,0.0
-102023601#0,0.2,47.12220262077185,7479.5680722152665,0.01631755896372765
-102023601#1,0.0,50.00400000000001,0.0,0.0
-102026426#0,0.0,39.995999999999995,0.0,0.0
-102026426#1,0.0,39.995999999999995,0.0,0.0
-102192896#0,0.0,39.995999999999995,0.0,0.0
-102192896#1,0.0,39.995999999999995,0.0,0.0
-102192901#0,0.0,79.99199999999999,0.0,0.0
-102192901#1,0.0,79.99199999999999,0.0,0.0
-102192907#0,0.0,50.00400000000001,0.0,0.0
-102192907#1,0.0,50.00400000000001,0.0,0.0
-102192909#0,0.0,79.99199999999999,0.0,0.0
-102192909#1,0.0,79.99199999999999,0.0,0.0
-102658954#0,0.0,79.99199999999999,0.0,0.0
-102658954#1,0.0,79.99199999999999,0.0,0.0
-102658955#0,0.0,10.007999999999997,0.0,0.0
-102658955#1,0.0,10.007999999999997,0.0,0.0
-102658958#0,0.0,10.007999999999997,0.0,0.0
-102658958#1,0.0,10.007999999999997,0.0,0.0
-102658960#0,0.0,50.00400000000001,0.0,0.0
-102658960#1,0.0,50.00400000000001,0.0,0.0
-102658961#0,0.0,10.007999999999997,0.0,0.0
-102658961#1,0.0,10.007999999999997,0.0,0.0
-102688627#0,0.0,39.995999999999995,0.0,0.0
-102688627#1,0.0,39.995999999999995,0.0,0.0
-102688629#0,0.0,39.995999999999995,0.0,0.0
-102688629#1,0.0,39.995999999999995,0.0,0.0
-102690989#0,0.0,39.995999999999995,0.0,0.0
-102690989#1,0.0,39.995999999999995,0.0,0.0
-102690990#0,0.0,79.99199999999999,0.0,0.0
-102690990#1,0.0,79.99199999999999,0.0,0.0
-102791560#0,0.0,10.007999999999997,0.0,0.0
-102791560#1,0.0,10.007999999999997,0.0,0.0
-102791562#0,0.0,79.99199999999999,0.0,0.0
-102791562#1,0.0,79.99199999999999,0.0,0.0
-102825250#0,0.0,79.99199999999999,0.0,0.0
-102825250#1,0.0,79.99199999999999,0.0,0.0
-102825255#0,0.6,8.428575220582676,7282.827554461526,0.07135306553911204
-102825255#1,0.0,10.007999999999997,0.0,0.0
-102825261#0,0.0,10.007999999999997,0.0,0.0
-102825261#1,0.0,10.007999999999997,0.0,0.0
-102825266#0,0.0,10.007999999999997,0.0,0.0
-102825266#1,0.0,10.007999999999997,0.0,0.0
-102825267#0,0.0,10.007999999999997,0.0,0.0
-102825267#1,0.0,10.007999999999997,0.0,0.0
-102825269#0,0.0,10.007999999999997,0.0,0.0
-102825269#1,0.0,10.007999999999997,0.0,0.0
-102825271#0,0.0,10.007999999999997,0.0,0.0
-102825271#1,0.0,10.007999999999997,0.0,0.0
-102825272#0,0.0,50.00400000000001,0.0,0.0
-102825272#1,0.0,50.00400000000001,0.0,0.0
-102825273#0,0.0,10.007999999999997,0.0,0.0
-102825273#1,0.0,10.007999999999997,0.0,0.0
-102825275#0,0.0,79.99199999999999,0.0,0.0
-102825275#1,0.0,79.99199999999999,0.0,0.0
-102825277#0,0.0,50.00400000000001,0.0,0.0
-102825277#1,0.0,50.00400000000001,0.0,0.0
-102945905#0,0.0,50.00400000000001,0.0,0.0
-102945905#1,0.0,50.00400000000001,0.0,0.0
-102945908#0,0.0,10.007999999999997,0.0,0.0
-102945908#1,0.0,10.007999999999997,0.0,0.0
-102945909#0,0.0,79.99199999999999,0.0,0.0
-102945909#1,0.0,79.99199999999999,0.0,0.0
-102945910#0,0.0,10.007999999999997,0.0,0.0
-102945910#1,0.0,10.007999999999997,0.0,0.0
-102945911#0,0.0,50.00400000000001,0.0,0.0
-102945911#1,0.0,50.00400000000001,0.0,0.0
-102945912#0,0.0,50.00400000000001,0.0,0.0
-102945912#1,0.0,50.00400000000001,0.0,0.0
-102945913#0,0.0,79.99199999999999,0.0,0.0
-102945913#1,0.0,79.99199999999999,0.0,0.0
-102945914#0,0.0,50.00400000000001,0.0,0.0
-102945914#1,0.0,50.00400000000001,0.0,0.0
-102945915#0,0.0,50.00400000000001,0.0,0.0
-102945915#1,0.0,50.00400000000001,0.0,0.0
-102945916#0,0.0,79.99199999999999,0.0,0.0
-102945916#1,0.0,79.99199999999999,0.0,0.0
-102953442#0,0.0,50.00400000000001,0.0,0.0
-102953442#1,0.0,50.00400000000001,0.0,0.0
-102953446#0,0.0,50.00400000000001,0.0,0.0
-102953446#1,0.0,50.00400000000001,0.0,0.0
-102953452#0,0.0,10.007999999999997,0.0,0.0
-102953452#1,0.0,10.007999999999997,0.0,0.0
-102953455#0,0.0,10.007999999999997,0.0,0.0
-102953455#1,0.0,10.007999999999997,0.0,0.0
-102953465#0,0.0,79.99199999999999,0.0,0.0
-102953465#1,0.0,79.99199999999999,0.0,0.0
-102953469#0,0.0,39.995999999999995,0.0,0.0
-102953469#1,0.0,39.995999999999995,0.0,0.0
-102953474#0,0.0,10.007999999999997,0.0,0.0
-102953474#1,0.0,10.007999999999997,0.0,0.0
-102953478#0,0.0,79.99199999999999,0.0,0.0
-102953478#1,0.0,79.99199999999999,0.0,0.0
-102953483#0,0.0,10.007999999999997,0.0,0.0
-102953483#1,0.0,10.007999999999997,0.0,0.0
-102953484#0,0.0,10.007999999999997,0.0,0.0
-102953484#1,0.0,10.007999999999997,0.0,0.0
-102953487#0,0.0,10.007999999999997,0.0,0.0
-102953487#1,0.0,10.007999999999997,0.0,0.0
-102953489#0,0.0,10.007999999999997,0.0,0.0
-102953489#1,0.0,10.007999999999997,0.0,0.0
-102953495#0,0.0,10.007999999999997,0.0,0.0
-102953495#1,0.0,10.007999999999997,0.0,0.0
-102961695#0,0.0,50.00400000000001,0.0,0.0
-102961695#1,0.0,50.00400000000001,0.0,0.0
-102961705#0,0.0,79.99199999999999,0.0,0.0
-102961705#1,0.0,79.99199999999999,0.0,0.0
-102961708#0,0.0,50.00400000000001,0.0,0.0
-102961708#1,0.0,50.00400000000001,0.0,0.0
-102961717#0,0.0,50.00400000000001,0.0,0.0
-102961717#1,0.0,50.00400000000001,0.0,0.0
-102961724#0,0.0,50.00400000000001,0.0,0.0
-102961724#1,0.0,50.00400000000001,0.0,0.0
-102961744#0,0.0,50.00400000000001,0.0,0.0
-102961744#1,0.0,50.00400000000001,0.0,0.0
-102961758#0,0.0,10.007999999999997,0.0,0.0
-102961758#1,0.0,10.007999999999997,0.0,0.0
-102961785#0,0.0,50.00400000000001,0.0,0.0
-102961785#1,0.0,50.00400000000001,0.0,0.0
-102961791#0,0.0,50.00400000000001,0.0,0.0
-102961791#1,0.0,50.00400000000001,0.0,0.0
-103010074#0,0.0,79.99199999999999,0.0,0.0
-103010074#1,0.0,79.99199999999999,0.0,0.0
-103021788#0,0.0,10.007999999999997,0.0,0.0
-103021788#1,0.0,10.007999999999997,0.0,0.0
-103021802#0,0.0,50.00400000000001,0.0,0.0
-103021802#1,0.0,50.00400000000001,0.0,0.0
-103050318#0,0.0,50.00400000000001,0.0,0.0
-103050318#1,0.0,50.00400000000001,0.0,0.0
-103050320#0,0.0,10.007999999999997,0.0,0.0
-103050320#1,0.0,10.007999999999997,0.0,0.0
-103050326#0,0.0,50.00400000000001,0.0,0.0
-103050326#1,0.0,50.00400000000001,0.0,0.0
-103050328#0,0.0,50.00400000000001,0.0,0.0
-103050328#1,0.0,50.00400000000001,0.0,0.0
-103050330#0,0.0,50.00400000000001,0.0,0.0
-103050330#1,0.0,50.00400000000001,0.0,0.0
-103050337#0,0.0,50.00400000000001,0.0,0.0
-103050337#1,0.3,40.769618551092506,10867.473421851035,0.059471365638766524
-103079270#0,0.0,50.00400000000001,0.0,0.0
-103079270#1,0.0,50.00400000000001,0.0,0.0
-103079277#0,0.0,50.00400000000001,0.0,0.0
-103079277#1,0.0,50.00400000000001,0.0,0.0
-103079292#0,0.0,50.00400000000001,0.0,0.0
-103079292#1,0.0,50.00400000000001,0.0,0.0
-103082290#0,0.0,10.007999999999997,0.0,0.0
-103082290#1,0.0,10.007999999999997,0.0,0.0
-103082294#0,0.0,50.00400000000001,0.0,0.0
-103082294#1,0.0,50.00400000000001,0.0,0.0
-103082296#0,0.0,50.00400000000001,0.0,0.0
-103082296#1,0.0,50.00400000000001,0.0,0.0
-103082298#0,0.0,79.99199999999999,0.0,0.0
-103082298#1,0.0,79.99199999999999,0.0,0.0
-103082300#0,0.0,50.00400000000001,0.0,0.0
-103082300#1,0.0,50.00400000000001,0.0,0.0
-103082301#0,0.0,50.00400000000001,0.0,0.0
-103082301#1,0.0,50.00400000000001,0.0,0.0
-103082303#0,0.0,50.00400000000001,0.0,0.0
-103082303#1,0.0,50.00400000000001,0.0,0.0
-103082306#0,0.0,10.007999999999997,0.0,0.0
-103082306#1,0.0,10.007999999999997,0.0,0.0
-103082309#0,0.0,10.007999999999997,0.0,0.0
-103082309#1,0.0,10.007999999999997,0.0,0.0
-103082310#0,0.0,50.00400000000001,0.0,0.0
-103082310#1,0.0,50.00400000000001,0.0,0.0
-103082313#0,0.0,10.007999999999997,0.0,0.0
-103082313#1,0.0,10.007999999999997,0.0,0.0
-103082314#0,0.0,39.995999999999995,0.0,0.0
-103082314#1,0.0,39.995999999999995,0.0,0.0
-103082316#0,0.0,50.00400000000001,0.0,0.0
-103082316#1,0.0,50.00400000000001,0.0,0.0
-103082318#0,0.0,39.995999999999995,0.0,0.0
-103082318#1,0.0,39.995999999999995,0.0,0.0
-103082323#0,0.3,35.21721979994943,38356.00126225494,0.030456192303670603
-103082323#1,0.0,39.995999999999995,0.0,0.0
-103082324#0,0.0,10.007999999999997,0.0,0.0
-103082324#1,0.0,10.007999999999997,0.0,0.0
-103082325#0,0.0,50.00400000000001,0.0,0.0
-103082325#1,0.0,50.00400000000001,0.0,0.0
-103082326#0,0.0,50.00400000000001,0.0,0.0
-103082326#1,0.0,50.00400000000001,0.0,0.0
-1032034246#0,0.0,39.995999999999995,0.0,0.0
-1032034246#1,0.0,39.995999999999995,0.0,0.0
-103212679#0,0.0,50.00400000000001,0.0,0.0
-103212679#1,0.0,50.00400000000001,0.0,0.0
-103212682#0,0.0,50.00400000000001,0.0,0.0
-103212682#1,0.0,50.00400000000001,0.0,0.0
-103212684#0,0.0,50.00400000000001,0.0,0.0
-103212684#1,0.0,50.00400000000001,0.0,0.0
-103212686#0,0.0,10.007999999999997,0.0,0.0
-103212686#1,0.0,10.007999999999997,0.0,0.0
-103212687#0,0.0,10.007999999999997,0.0,0.0
-103212687#1,0.0,10.007999999999997,0.0,0.0
-103212688#0,0.0,10.007999999999997,0.0,0.0
-103212688#1,0.0,10.007999999999997,0.0,0.0
-103212689#0,0.0,50.00400000000001,0.0,0.015257733234673105
-103212689#1,0.0,50.00400000000001,0.0,0.0
-103212690#0,0.0,10.007999999999997,0.0,0.0
-103212690#1,0.0,10.007999999999997,0.0,0.0
-103212692#0,0.0,50.00400000000001,0.0,0.0
-103212692#1,0.0,50.00400000000001,0.0,0.0
-103212693#0,0.0,50.00400000000001,0.0,0.0
-103212693#1,0.0,50.00400000000001,0.0,0.0
-103212694#0,0.0,50.00400000000001,0.0,0.0
-103212694#1,0.0,50.00400000000001,0.0,0.0
-103212696#0,0.0,10.007999999999997,0.0,0.0
-103212696#1,0.0,10.007999999999997,0.0,0.0
-103212697#0,0.0,10.007999999999997,0.0,0.0
-103212697#1,0.0,10.007999999999997,0.0,0.0
-103212698#0,0.0,50.00400000000001,0.0,0.0
-103212698#1,0.0,50.00400000000001,0.0,0.0
-103212702#0,0.0,50.00400000000001,0.0,0.0
-103212702#1,0.0,50.00400000000001,0.0,0.0
-103230480#0,0.0,50.00400000000001,0.0,0.0
-103230480#1,0.0,50.00400000000001,0.0,0.0
-103230482#0,0.4,9.605096579708217,10837.568759520906,0.03868509353078568
-103230482#1,0.0,10.007999999999997,0.0,0.0
-103230483#0,0.0,50.00400000000001,0.0,0.0
-103230483#1,0.0,50.00400000000001,0.0,0.0
-103230484#0,0.0,50.00400000000001,0.0,0.0
-103230484#1,0.0,50.00400000000001,0.0,0.0
-103230487#0,0.0,50.00400000000001,0.0,0.0
-103230487#1,0.0,50.00400000000001,0.0,0.0
-103230488#0,0.0,50.00400000000001,0.0,0.0
-103230488#1,0.0,50.00400000000001,0.0,0.0
-103230491#0,0.0,50.00400000000001,0.0,0.0
-103230491#1,0.0,50.00400000000001,0.0,0.0
-103230495#0,0.0,10.007999999999997,0.0,0.0
-103230495#1,0.0,10.007999999999997,0.0,0.0
-103230496#0,0.0,10.007999999999997,0.0,0.0
-103230496#1,0.0,10.007999999999997,0.0,0.0
-103230498#0,0.0,10.007999999999997,0.0,0.0
-103230498#1,0.0,10.007999999999997,0.0,0.0
-103230499#0,0.0,10.007999999999997,0.0,0.0
-103230499#1,0.0,10.007999999999997,0.0,0.0
-103230503#0,0.0,50.00400000000001,0.0,0.0
-103230503#1,0.0,50.00400000000001,0.0,0.0
-103230510#0,0.0,50.00400000000001,0.0,0.0
-103230510#1,0.0,50.00400000000001,0.0,0.0
-103230511#0,0.0,50.00400000000001,0.0,0.0
-103230511#1,0.0,50.00400000000001,0.0,0.0
-103230519#0,0.0,10.007999999999997,0.0,0.0
-103230519#1,0.0,10.007999999999997,0.0,0.0
-103230520#0,0.0,10.007999999999997,0.0,0.0
-103230520#1,0.0,10.007999999999997,0.0,0.0
-103230522#0,0.0,10.007999999999997,0.0,0.0
-103230522#1,0.0,10.007999999999997,0.0,0.0
-103230523#0,0.0,50.00400000000001,0.0,0.0
-103230523#1,0.0,50.00400000000001,0.0,0.0
-103230525#0,0.0,10.007999999999997,0.0,0.0
-103230525#1,0.0,10.007999999999997,0.0,0.0
-103230526#0,0.0,10.007999999999997,0.0,0.0
-103230526#1,0.0,10.007999999999997,0.0,0.0
-103230527#0,0.0,50.00400000000001,0.0,0.0
-103230527#1,0.0,50.00400000000001,0.0,0.0
-103230538#0,0.0,10.007999999999997,0.0,0.0
-103230538#1,0.0,10.007999999999997,0.0,0.0
-103230541#0,0.0,10.007999999999997,0.0,0.0
-103230541#1,0.0,10.007999999999997,0.0,0.0
-103230544#0,0.0,50.00400000000001,0.0,0.0
-103230544#1,0.0,50.00400000000001,0.0,0.0
-103230546#0,0.0,50.00400000000001,0.0,0.0
-103230546#1,0.0,50.00400000000001,0.0,0.0
-103230552#0,0.0,50.00400000000001,0.0,0.0
-103230552#1,0.0,50.00400000000001,0.0,0.0
-103230564#0,0.0,50.00400000000001,0.0,0.0
-103230564#1,0.0,50.00400000000001,0.0,0.0
-103230568#0,0.0,10.007999999999997,0.0,0.0
-103230568#1,0.0,10.007999999999997,0.0,0.0
-103230574#0,0.0,10.007999999999997,0.0,0.0
-103230574#1,0.0,10.007999999999997,0.0,0.0
-103230578#0,0.0,50.00400000000001,0.0,0.0
-103230578#1,0.0,50.00400000000001,0.0,0.0
-103230584#0,0.0,50.00400000000001,0.0,0.0
-103230584#1,0.0,50.00400000000001,0.0,0.0
-103230587#0,0.0,50.00400000000001,0.0,0.0
-103230587#1,0.0,50.00400000000001,0.0,0.0
-103230595#0,0.0,50.00400000000001,0.0,0.0
-103230595#1,0.0,50.00400000000001,0.0,0.0
-103230597#0,0.0,50.00400000000001,0.0,0.0
-103230597#1,0.0,50.00400000000001,0.0,0.0
-103230598#0,0.0,50.00400000000001,0.0,0.0
-103230598#1,0.0,50.00400000000001,0.0,0.0
-103230607#0,0.1,47.7762110251755,6295.088396005722,0.005942319891999203
-103230607#1,0.0,50.00400000000001,0.0,0.0
