iter	RMSE
391	0.06054072971
392	0.0604974301
393	0.06048012718
394	0.06044642932
395	0.06042099681
396	0.06039538045
397	0.0603694697
398	0.0603302446
399	0.06031197229
400	0.06030055474
401	0.06027518367
402	0.06025511475
403	0.06023887155
404	0.06019944177
405	0.06014392927
406	0.06012606699
407	0.06008596999
408	0.06006686069
409	0.0600324767
410	0.06000543073
411	0.05998265167
412	0.05994813394
413	0.05989836747
414	0.05987429036
415	0.05985193126
416	0.05981276686
417	0.05978649581
418	0.05974695131
419	0.05971723852
420	0.05969479335
421	0.05966634594
422	0.05964105725
423	0.05961835579
424	0.0595985348
425	0.05956927381
426	0.05954844115
427	0.05950568065
428	0.05949222704
429	0.0594744119
430	0.05946472627
431	0.05944271806
432	0.05942235048
433	0.05940401414
434	0.05935427676
435	0.05932326233
436	0.05929737711
437	0.0592756329
438	0.05923240856
439	0.05921550504
440	0.05919370434
441	0.05916827987
442	0.05913546196
443	0.05912289305
444	0.05909967282
445	0.05908152286
446	0.05905466
447	0.05903892747
448	0.05900421648
449	0.05897549608
450	0.05895887794
451	0.05893187937
452	0.05891761036
453	0.05890542982
454	0.05886559786
455	0.05884052998
456	0.05882917618
457	0.05881693828
458	0.05877421354
459	0.05874917601
460	0.05872042715
461	0.0587048189
462	0.05867253231
463	0.05865622679
464	0.05862393862
465	0.05861358905
466	0.05860377106
467	0.05858249843
468	0.05856815922
469	0.05855986026
470	0.05851669471
471	0.0585051339
472	0.05846698351
473	0.05845369192
474	0.05843097928
475	0.05841926328
476	0.05839440214
477	0.05836198647
478	0.05832255309
479	0.05830488045
480	0.05829791482
481	0.05826981834
482	0.05825144005
483	0.05823521269
484	0.05820987947
485	0.0581887335
486	0.05815590908
487	0.05812537268
488	0.05811732274
489	0.05810659839
490	0.05809943281
491	0.05807880513
492	0.05805692094
493	0.05803578401
494	0.05800441388
495	0.05798739271
496	0.05794539386
497	0.05791325514
498	0.05789871501
499	0.05788433881
500	0.05787376823
501	0.05784784668
502	0.05782799367
503	0.05780817675
504	0.05778498995
505	0.05776758992
506	0.05774072709
507	0.05771979964
508	0.05770037728
509	0.05767989914
510	0.05765332193
511	0.05762779651
512	0.05760754971
513	0.0575954249
514	0.05758480238
515	0.05756178464
516	0.05755024274
517	0.05753963652
518	0.05752721831
519	0.05751412243
520	0.05747913327
521	0.0574468505
522	0.0574252114
523	0.05739950253
524	0.05738303041
525	0.05736821956
526	0.05735748912
527	0.05734436936
528	0.05733129948
529	0.05729731102
530	0.05728648061
531	0.05727352531
532	0.05726526061
533	0.057252467
534	0.0572364464
535	0.05721722376
536	0.05719839608
537	0.05718825216
538	0.05717234187
539	0.05714718585
540	0.05712461121
541	0.05709295266
542	0.05706417457
543	0.05704984489
544	0.05703503377
545	0.05701908036
546	0.05700046743
547	0.05696963213
548	0.05695405075
549	0.05693387461
550	0.05692032483
551	0.05690452799
552	0.05688508904
553	0.05686914832
554	0.05685774428
555	0.05682620591
556	0.05679706365
557	0.0567705707
558	0.05675279084
559	0.05673175186
560	0.05671253135
561	0.05669373544
562	0.05667282066
563	0.05666374483
564	0.05664484687
565	0.05661657152
566	0.05659601848
567	0.05657418852
568	0.05656226141
569	0.05654159411
570	0.05652658905
571	0.05650767679
572	0.05648757621
573	0.0564787591
574	0.05646754966
575	0.05645605917
576	0.05644306794
577	0.05642800083
578	0.05640368844
579	0.05639323935
580	0.05638054048
581	0.05636533228
582	0.05634580348
583	0.05631972766
584	0.05630213778
585	0.05628576234
586	0.05626520802
587	0.05625716693
588	0.05624911586
589	0.0562318137
590	0.05622073222
591	0.05618985342
592	0.05617240158
593	0.05616052411
594	0.05613300483
595	0.0561024004
596	0.05608693549
597	0.05607009581
598	0.05603827706
599	0.0560219125
600	0.05600103556
601	0.05598903105
602	0.05597264619
603	0.05595809214
604	0.05594458422
605	0.05592348508
606	0.05589943947
607	0.05588850625
608	0.055876316
609	0.05585860409
610	0.05584517825
611	0.05583784064
612	0.0558165176
613	0.05581170286
614	0.05579063487
615	0.05577720968
616	0.05574771797
617	0.05573719675
618	0.05572432266
619	0.05570631236
620	0.05568732723
621	0.05567068018
622	0.05565153196
623	0.05563804284
624	0.05562513981
625	0.05561452807
626	0.05560042292
627	0.0555932052
628	0.05558511491
629	0.05557471988
630	0.05556026259
631	0.05554904456
632	0.0555314621
633	0.05552229999
634	0.05550416412
635	0.05549212675
636	0.05546436225
637	0.05545297632
638	0.05544308109
639	0.05542435481
640	0.05540772012
641	0.05536835248
642	0.05534981817
643	0.05533823787
644	0.05532756091
645	0.05530894784
646	0.05529678053
647	0.05527936122
648	0.05526396587
649	0.05525537699
650	0.05524222677
651	0.05521068459
652	0.05519691529
653	0.05518586435
654	0.05517522541
655	0.0551596103
656	0.0551417652
657	0.05511746146
658	0.05510806625
659	0.05509854216
660	0.05508058858
661	0.05506512508
662	0.05504933587
663	0.05503980482
664	0.05502434168
665	0.05501635189
666	0.05500793892
667	0.05497203103
668	0.05495863518
669	0.0549501663
670	0.05493671991
671	0.05491875911
672	0.0548986065
673	0.05488291216
674	0.05487199615
675	0.05485514045
676	0.05484457022
677	0.05482966981
678	0.05481829548
679	0.05481156782
680	0.05479985869
681	0.05478787271
682	0.05477786609
683	0.05476616841
684	0.05474865585
685	0.05473747564
686	0.05472025948
687	0.0547058279
688	0.0546849047
689	0.05467294434
690	0.05466730532
691	0.05465301708
692	0.05464182304
693	0.05463506416
694	0.05462003029
695	0.05460476867
696	0.05459379832
697	0.05457199985
698	0.05456036551
699	0.05454885205
700	0.05453720248
701	0.05453002105
702	0.05451627026
703	0.05450370616
704	0.05448990087
705	0.05447469892
706	0.05446777422
707	0.05445936367
708	0.0544448607
709	0.05443625335
710	0.05441810456
711	0.05440014265
712	0.05438469778
713	0.05436371006
714	0.05435827501
715	0.05435675181
716	0.05434300165
717	0.0543198208
718	0.05431130037
719	0.05429652119
720	0.05428699777
721	0.05427486262
722	0.05426238365
723	0.05425280834
724	0.05424582077
725	0.05422857542
726	0.05422087705
727	0.05420284451
728	0.05419160558
729	0.0541731443
730	0.05416355804
731	0.05414969064
732	0.05413940321
733	0.05412524299
734	0.05411186235
735	0.05410309321
736	0.05409199221
737	0.05408005695
738	0.0540707349
739	0.05406032293
740	0.0540476261
741	0.05401750921
742	0.05399509282
743	0.05398443573
744	0.05396997208
745	0.05395598581
746	0.05395020367
747	0.05393759312
748	0.05392313767
749	0.05390557366
750	0.05389373258
751	0.05388549679
752	0.05387488438
753	0.05385996064
754	0.05384835321
755	0.05384188019
756	0.05383374468
757	0.05382273008
758	0.05381266741
759	0.05379907182
760	0.053788194
761	0.05377763248
762	0.05376953101
763	0.05376056313
764	0.05375250874
765	0.05374381067
766	0.05373700752
767	0.05372272559
768	0.05371545599
769	0.05370680326
770	0.0536874093
771	0.05366188524
772	0.05364467975
773	0.05363351293
774	0.05361997774
775	0.05360486823
776	0.0535902795
777	0.05357686629
778	0.05356873881
779	0.05356189639
780	0.05355001121
781	0.05353993501
782	0.05353065308
783	0.05352095818
784	0.05351482896
785	0.05350423098
786	0.05349087874
787	0.05347810051
788	0.05346845273
789	0.05346005059
790	0.053437982
791	0.05342400248
792	0.05341578851
793	0.05340184039
794	0.0533947029
795	0.05338709574
796	0.05338020379
797	0.05337655848
798	0.05336074417
799	0.05335930177
800	0.05333414429
801	0.05331856662
802	0.05330771454
803	0.05330012565
804	0.05329194906
805	0.05328064711
806	0.05326849225
807	0.05325688559
808	0.05324790662
809	0.05323744538
810	0.05323191834
811	0.05322481343
812	0.05321525832
813	0.05320734826
814	0.05319980876
815	0.0531907647
816	0.05316773241
817	0.05315713815
818	0.05314733029
819	0.05313125908
820	0.05312262086
821	0.0531043971
822	0.05309299557
823	0.05308242567
824	0.05307336916
825	0.05306494155
826	0.05304914243
827	0.05303745267
828	0.05303011371
829	0.05301978317
830	0.05300610931
831	0.05299859442
832	0.05299537018
833	0.05298238087
834	0.05297531558
835	0.05296543859
836	0.05294682745
837	0.05293394948
838	0.05292433544
839	0.05291568704
840	0.05291020613
841	0.05290654231
842	0.05289414698
843	0.05287544428
844	0.05285305072
845	0.05284568484
846	0.05283910547
847	0.05283071295
848	0.05282247442
849	0.05280736349
850	0.05279127311
851	0.0527784297
852	0.05276907476
853	0.05276061248
854	0.05274079056
855	0.0527311419
856	0.05272199608
857	0.0527012155
858	0.05268970131
859	0.05267884705
860	0.05266996525
861	0.05265784033
862	0.05264841043
863	0.05263682352
864	0.05262693868
865	0.05262099691
866	0.05261345144
867	0.05260407152
868	0.05259901188
869	0.05258937684
870	0.05258282451
871	0.05256962284
872	0.05256321152
873	0.05255042858
874	0.05254232415
875	0.05253751917
876	0.05252760401
877	0.05250883073
878	0.05250182552
879	0.05250051828
880	0.05248831284
881	0.05248190204
882	0.05247374804
883	0.05246731881
884	0.05245369293
885	0.05244608646
886	0.05243616187
887	0.05242973148
888	0.05242243941
889	0.05241478025
890	0.05241293029
891	0.05240238719
892	0.05239432559
893	0.05238030647
894	0.05237043896
895	0.05236184799
896	0.05235002336
897	0.05234251467
898	0.0523342102
899	0.05232169499
900	0.05231085471
901	0.05230299919
902	0.05229139409
903	0.0522800536
904	0.05226555908
905	0.05225336593
906	0.05224829252
907	0.0522404394
908	0.05223135344
909	0.05222445543
910	0.05221105876
911	0.05219421399
912	0.05218106199
913	0.05216980662
914	0.05215716044
915	0.05215612855
916	0.05215308588
917	0.05214671702
918	0.05213688618
919	0.05213270568
920	0.0521224547
921	0.05211431525
922	0.05210302834
923	0.05209623081
924	0.05208669679
925	0.05207591626
926	0.05206644952
927	0.05205900147
928	0.05204970872
929	0.05204152269
930	0.05203553964
931	0.05202480222
932	0.05201185522
933	0.05200619461
934	0.05200042279
935	0.0519890632
936	0.05197270711
937	0.05196484802
938	0.05195556552
939	0.0519496442
940	0.05194249124
941	0.05193280027
942	0.05192604375
943	0.05191436991
944	0.05190831312
945	0.05189710591
946	0.05188512934
947	0.0518723553
948	0.05185772905
949	0.05184774203
950	0.05183991899
951	0.05183029218
952	0.05182025259
953	0.05181015065
954	0.0517973284
955	0.05178708104
956	0.0517834398
957	0.05177176717
958	0.05176243057
959	0.05175907614
960	0.05175139708
961	0.05174365058
962	0.05173405579
963	0.0517285884
964	0.05172040399
965	0.05170418807
966	0.05169189367
967	0.05168605113
968	0.05167402542
969	0.05166384634
970	0.0516565744
971	0.0516366935
972	0.05163295843
973	0.05162355303
974	0.05161223151
975	0.051605368
976	0.0515924662
977	0.0515773055
978	0.05155672906
979	0.05154953682
980	0.05154182909
981	0.0515326284
982	0.05151863315
983	0.05151045429
984	0.05149838172
985	0.05149262575
986	0.05148419352
987	0.05147531593
988	0.05146464434
989	0.05145381682
990	0.05144621988
991	0.05143493206
992	0.05142116095
993	0.05140882149
994	0.05140301302
995	0.05139246367
996	0.05137833838
997	0.05136794267
998	0.05136083543
999	0.05135358837
