u,v,key,osmid,highway,name,oneway,reversed,length,geometry,lanes,junction,bridge,ref,tunnel,access,maxspeed,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
2009260942,1352557878,0,190315917,residential,,False,False,54.93684406926707,"LINESTRING (9846486.903169662 2581097.46930954, 9846546.347777743 2581093.707847776)",,,,,,,,16,1,4.28,188,300.0,65.0,3,58,26,5.0,260.00295349611326
2009260942,2009261867,0,190315917,residential,,False,True,47.88162733017336,"LINESTRING (9846486.903169662 2581097.46930954, 9846435.373377373 2581103.77458229)",,,,,,,,23,1,4.28,188,300.0,65.0,3,58,59,5.0,462.6019214976274
2009260942,2009261436,0,190317742,residential,,False,True,70.51309592959757,"LINESTRING (9846486.903169662 2581097.46930954, 9846481.93832037 2581021.179315708)",,,,,,,,25,1,4.28,188,300.0,65.0,3,58,56,5.0,607.4480046468957
9494750715,2009261734,0,316542720,tertiary,NBCC,True,False,73.43949876746701,"LINESTRING (9846547.026826639 2581107.2346469383, 9846553.30524592 2581186.6113802013)",,,,,,,,14,1,4.28,188,300.0,65.0,3,58,36,5.0,395.85863467545755
9494750715,2009123215,0,656884747,tertiary_link,,True,False,11.244235873656839,"LINESTRING (9846547.026826639 2581107.2346469383, 9846559.171783084 2581106.173721116)",,,,,,,,9,1,4.28,188,300.0,65.0,3,58,53,5.0,125.1133401564575
1662200737,1662200811,0,153550633,residential,,False,True,81.43876370332337,"LINESTRING (9842080.4101822 2583346.0596606703, 9842167.773718575 2583333.170090012)",,,,,,,,34,2,4.28,188,300.0,65.0,3,58,24,5.0,410.1436394655713
1662200811,1662200864,0,153550623,residential,,False,True,120.5567585756259,"LINESTRING (9842167.773718575 2583333.170090012, 9842296.715084761 2583311.635244992)",,,,,,,,56,0,4.28,188,300.0,65.0,3,58,42,5.0,899.2060632211545
1662200811,1662200737,0,153550633,residential,,False,False,81.43876370332337,"LINESTRING (9842167.773718575 2583333.170090012, 9842080.4101822 2583346.0596606703)",,,,,,,,34,2,4.28,188,300.0,65.0,3,58,79,5.0,947.6394799075056
1662200811,1717368907,0,153550618,residential,,False,False,56.87580104089351,"LINESTRING (9842167.773718575 2583333.170090012, 9842163.087168014 2583302.6644107406, 9842162.196612086 2583295.200776799, 9842162.786605388 2583289.2202260145, 9842164.879411815 2583283.553173832, 9842167.562211543 2583279.067763688, 9842171.814616092 2583274.811448194)",,,,,,,,38,0,4.28,188,300.0,65.0,3,58,48,5.0,529.2046139955467
1662200739,1717368907,0,153550624,residential,,False,False,100.60892330616603,"LINESTRING (9842279.360376146 2583256.4839831814, 9842171.814616092 2583274.811448194)",,,,,,,,52,0,4.28,188,300.0,65.0,3,58,79,5.0,1225.3725929424538
1662200739,1703299180,0,158077124,residential,,False,False,31.65376078978289,"LINESTRING (9842279.360376146 2583256.4839831814, 9842313.279424991 2583251.2268982674)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,48,5.0,333.92566214914945
1662200739,1662200864,0,153550624,residential,,False,True,55.70597001671066,"LINESTRING (9842279.360376146 2583256.4839831814, 9842283.212030528 2583258.3529013847, 9842286.418031862 2583260.8729269076, 9842288.87819261 2583265.515080189, 9842290.06931116 2583270.591306431, 9842296.715084761 2583311.635244992)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,78,5.0,728.0078793564118
1717368907,1662200753,0,153550624,residential,,False,False,78.20837742813417,"LINESTRING (9842171.814616092 2583274.811448194, 9842087.935379779 2583287.3151316606)",,,,,,,,38,2,4.28,188,300.0,65.0,3,58,57,5.0,730.5453016084377
1717368907,1662200739,0,153550624,residential,,False,True,100.60892330616603,"LINESTRING (9842171.814616092 2583274.811448194, 9842279.360376146 2583256.4839831814)",,,,,,,,52,0,4.28,188,300.0,65.0,3,58,57,5.0,959.7650354141756
1717368907,1706026469,0,153550618,residential,,False,False,57.438978414125756,"LINESTRING (9842171.814616092 2583274.811448194, 9842177.714549104 2583268.62592649, 9842180.40848078 2583263.2482623206, 9842180.998474082 2583256.086084495, 9842174.47515192 2583216.079228833)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,47,5.0,495.55583825566924
1717368907,1662200811,0,153550618,residential,,False,True,56.87580104089352,"LINESTRING (9842171.814616092 2583274.811448194, 9842167.562211543 2583279.067763688, 9842164.879411815 2583283.553173832, 9842162.786605388 2583289.2202260145, 9842162.196612086 2583295.200776799, 9842163.087168014 2583302.6644107406, 9842167.773718575 2583333.170090012)",,,,,,,,38,0,4.28,188,300.0,65.0,3,58,42,5.0,488.2540372461034
1703299180,1662200739,0,158077124,residential,,False,True,31.65376078978289,"LINESTRING (9842313.279424991 2583251.2268982674, 9842279.360376146 2583256.4839831814)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,33,5.0,276.9488927275403
1662200864,1662200811,0,153550623,residential,,False,False,120.5567585756259,"LINESTRING (9842296.715084761 2583311.635244992, 9842167.773718575 2583333.170090012)",,,,,,,,56,0,4.28,188,300.0,65.0,3,58,15,5.0,508.60216543612665
1662200864,1662200739,0,153550624,residential,,False,False,55.70597001671066,"LINESTRING (9842296.715084761 2583311.635244992, 9842290.06931116 2583270.591306431, 9842288.87819261 2583265.515080189, 9842286.418031862 2583260.8729269076, 9842283.212030528 2583258.3529013847, 9842279.360376146 2583256.4839831814)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,15,5.0,306.8707460300792
1662200864,1662200817,0,153550624,residential,,False,True,51.96392495990728,"LINESTRING (9842296.715084761 2583311.635244992, 9842301.20126024 2583340.742259401, 9842305.720831567 2583367.256937083)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,31,5.0,344.9058008508551
1662200753,1717368907,0,153550624,residential,,False,True,78.20837742813417,"LINESTRING (9842087.935379779 2583287.3151316606, 9842171.814616092 2583274.811448194)",,,,,,,,38,2,4.28,188,300.0,65.0,3,58,72,5.0,871.3203809790792
1662200817,1662200864,0,153550624,residential,,False,False,51.96392495990728,"LINESTRING (9842305.720831567 2583367.256937083, 9842301.20126024 2583340.742259401, 9842296.715084761 2583311.635244992)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,30,5.0,338.67012985566623
1662217178,1662217198,0,153553993,residential,,False,True,71.27936855561356,"LINESTRING (9842154.515567223 2582932.5976077365, 9842230.947529601 2582921.1070039854)",,,,,,,,27,0,4.28,188,300.0,65.0,3,58,21,5.0,326.22400876014615
1662217198,1662217178,0,153553993,residential,,False,False,71.27936855561356,"LINESTRING (9842230.947529601 2582921.1070039854, 9842154.515567223 2582932.5976077365)",,,,,,,,27,0,4.28,188,300.0,65.0,3,58,46,5.0,540.0621144269868
1662217198,1662217238,0,153554002,residential,,False,False,53.953946766825474,"LINESTRING (9842230.947529601 2582921.1070039854, 9842240.209311234 2582978.8735929644)",,,,,,,,30,0,4.28,188,300.0,65.0,3,58,69,5.0,608.3386792293148
1662217198,1662217199,0,153554002,residential,,False,True,54.731741157989056,"LINESTRING (9842230.947529601 2582921.1070039854, 9842221.106886614 2582862.581009241)",,,,,,,,18,0,4.28,188,300.0,65.0,3,58,63,5.0,515.3719631543972
1662217180,1662217206,0,153554018,residential,,False,False,62.78823858688298,"LINESTRING (9842000.14882934 2583246.40388605, 9842057.478367098 2583283.1311593847)",,,,,,,,30,2,4.28,188,300.0,65.0,3,58,45,5.0,494.65648836916813
1662217180,1662217259,0,159806524,residential,,False,False,52.33179762342829,"LINESTRING (9842000.14882934 2583246.40388605, 9841969.958983436 2583294.4532078337)",2,,,,,,,28,1,4.28,188,300.0,65.0,3,58,56,5.0,500.2696800294381
1662217180,1662217236,0,159806524,residential,,False,True,116.0019665908061,"LINESTRING (9842000.14882934 2583246.40388605, 9841895.352660706 2583176.8320907042)",2,,,,,,,54,1,4.28,188,300.0,65.0,3,58,57,5.0,1072.0534514811136
1662217206,1662217180,0,153554018,residential,,False,True,62.78823858688298,"LINESTRING (9842057.478367098 2583283.1311593847, 9842000.14882934 2583246.40388605)",,,,,,,,30,2,4.28,188,300.0,65.0,3,58,51,5.0,539.8640201517238
1662217259,1662217246,0,153554016,residential,,False,True,115.90961997551904,"LINESTRING (9841969.958983436 2583294.4532078337, 9841863.84924481 2583227.0877361614)",,,,,,,,48,1,4.28,188,300.0,65.0,3,58,37,5.0,763.2387126913045
1662217259,1662217221,0,159806524,residential,,False,False,51.11205334139323,"LINESTRING (9841969.958983436 2583294.4532078337, 9841940.470450323 2583341.3813120713)",2,,,,,,,20,1,4.28,188,300.0,65.0,3,58,69,5.0,531.8078016667358
1662217259,1662217180,0,159806524,residential,,False,True,52.33179762342829,"LINESTRING (9841969.958983436 2583294.4532078337, 9842000.14882934 2583246.40388605)",2,,,,,,,28,1,4.28,188,300.0,65.0,3,58,41,5.0,406.0724443072672
1662217236,1664545502,0,153554010,residential,,False,True,52.05788052641886,"LINESTRING (9841895.352660706 2583176.8320907042, 9841925.097228644 2583128.8554540407)",2,,,,,,,38,0,4.28,188,300.0,65.0,3,58,23,5.0,345.2797502529161
1662217236,1662217246,0,153554020,residential,,False,False,54.69935805989908,"LINESTRING (9841895.352660706 2583176.8320907042, 9841863.84924481 2583227.0877361614)",,,,,,,,41,0,4.28,188,300.0,65.0,3,58,37,5.0,459.46514978595195
1662217236,1662217180,0,159806524,residential,,False,False,116.0019665908061,"LINESTRING (9841895.352660706 2583176.8320907042, 9842000.14882934 2583246.40388605)",2,,,,,,,54,1,4.28,188,300.0,65.0,3,58,72,5.0,1280.8569913445644
1662217188,1662217201,0,153554007,residential,,False,False,112.82335917820868,"LINESTRING (9842091.519867383 2583097.7111069234, 9841988.204247976 2583032.191211645)",,,,,,,,42,1,4.28,188,300.0,65.0,3,58,72,5.0,1193.393823299723
1662217201,6017751331,0,153553994,residential,,False,True,46.31223992927843,"LINESTRING (9841988.204247976 2583032.191211645, 9842015.499787118 2582990.0386884455)",,,,,,,,34,1,4.28,188,300.0,65.0,3,58,64,5.0,534.2780026568583
1662217201,1662217218,0,153554007,residential,,False,False,53.61202022215252,"LINESTRING (9841988.204247976 2583032.191211645, 9841958.047797922 2583081.8917783834)",,,,,,,,38,1,4.28,188,300.0,65.0,3,58,73,5.0,668.2412971460561
1662217201,1662217188,0,153554007,residential,,False,True,112.82335917820868,"LINESTRING (9841988.204247976 2583032.191211645, 9842091.519867383 2583097.7111069234)",,,,,,,,42,1,4.28,188,300.0,65.0,3,58,66,5.0,1112.1610046914125
1662217189,6017751331,0,153553994,residential,,False,False,47.52432990960862,"LINESTRING (9842043.518902952 2582946.7890569237, 9842015.499787118 2582990.0386884455)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,12,5.0,252.0350350698364
1662217189,1662217264,0,153553994,residential,,False,True,54.00147171179777,"LINESTRING (9842043.518902952 2582946.7890569237, 9842074.922131306 2582897.366211983)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,45,5.0,475.20794724370796
1662217189,1662217263,0,153554001,residential,,False,False,76.93937668272677,"LINESTRING (9842043.518902952 2582946.7890569237, 9842115.108467482 2582989.628738803)",,,,,,,,34,1,4.28,188,300.0,65.0,3,58,35,5.0,501.74538206745245
6017751331,1662217201,0,153553994,residential,,False,False,46.31223992927843,"LINESTRING (9842015.499787118 2582990.0386884455, 9841988.204247976 2583032.191211645)",,,,,,,,34,1,4.28,188,300.0,65.0,3,58,43,5.0,417.5711580350767
6017751331,1662217189,0,153553994,residential,,False,True,47.52432990960862,"LINESTRING (9842015.499787118 2582990.0386884455, 9842043.518902952 2582946.7890569237)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,71,5.0,588.5072908298654
6017751331,6017751332,0,638520906,residential,,False,False,21.12947404814865,"LINESTRING (9842015.499787118 2582990.0386884455, 9842035.136545295 2583001.8428310347)",,,,,,,,25,1,4.28,188,300.0,65.0,3,58,59,5.0,283.19667626089245
1662217264,1662217189,0,153553994,residential,,False,False,54.00147171179777,"LINESTRING (9842074.922131306 2582897.366211983, 9842043.518902952 2582946.7890569237)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,60,5.0,572.4105963249439
1662217264,1662217217,0,153553996,residential,,False,False,57.568071999396224,"LINESTRING (9842074.922131306 2582897.366211983, 9842127.620778246 2582930.825184603)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,68,5.0,626.3554675150732
1662217264,1663300568,0,153553994,residential,,False,True,58.704441119497346,"LINESTRING (9842074.922131306 2582897.366211983, 9842105.846685847 2582848.6910630306, 9842109.241930317 2582843.7596526323)",,,,,,,,21,0,4.28,188,300.0,65.0,3,58,22,5.0,271.57972455547304
1662217263,1662217189,0,153554001,residential,,False,True,76.93937668272677,"LINESTRING (9842115.108467482 2582989.628738803, 9842043.518902952 2582946.7890569237)",,,,,,,,34,1,4.28,188,300.0,65.0,3,58,58,5.0,714.0980617117784
1662217195,1662217215,0,153554012,residential,,False,False,70.29729397705985,"LINESTRING (9842015.188092545 2583119.3180190413, 9842079.57528602 2583160.1204342484)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,71,5.0,770.5329446845499
1662217195,1662217218,0,153554012,residential,,False,True,62.99284294503309,"LINESTRING (9842015.188092545 2583119.3180190413, 9841958.047797922 2583081.8917783834)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,55,5.0,622.3527634372184
1662217195,1664545504,0,153815424,residential,,False,False,52.70640382283159,"LINESTRING (9842015.188092545 2583119.3180190413, 9841984.185614359 2583167.3308005547)",2,,,,,,,35,0,4.28,188,300.0,65.0,3,58,65,5.0,597.7099498180864
1662217215,1662217195,0,153554012,residential,,False,True,70.29729397705985,"LINESTRING (9842079.57528602 2583160.1204342484, 9842015.188092545 2583119.3180190413)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,68,5.0,745.2259188528084
1662217218,1662217201,0,153554007,residential,,False,True,53.61202022215252,"LINESTRING (9841958.047797922 2583081.8917783834, 9841988.204247976 2583032.191211645)",,,,,,,,38,1,4.28,188,300.0,65.0,3,58,46,5.0,494.53835162628195
1662217218,1662217195,0,153554012,residential,,False,False,62.99284294503309,"LINESTRING (9841958.047797922 2583081.8917783834, 9842015.188092545 2583119.3180190413)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,61,5.0,667.7076103576422
1662217218,9399387355,0,1019044734,residential,,False,False,25.563491179640327,"LINESTRING (9841958.047797922 2583081.8917783834, 9841943.231173696 2583105.3193411855)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,74,5.0,383.6038016752061
1664545504,1664545502,0,153815422,residential,,False,False,65.02587756570965,"LINESTRING (9841984.185614359 2583167.3308005547, 9841925.097228644 2583128.8554540407)",2,,,,,,,39,0,4.28,188,300.0,65.0,3,58,69,5.0,745.0142662440759
1664545504,1662217195,0,153815424,residential,,False,True,52.70640382283159,"LINESTRING (9841984.185614359 2583167.3308005547, 9842015.188092545 2583119.3180190413)",2,,,,,,,35,0,4.28,188,300.0,65.0,3,58,26,5.0,351.04397992723455
1664545504,1706026469,0,153815422,residential,,False,True,191.6579809336954,"LINESTRING (9841984.185614359 2583167.3308005547, 9842065.259599505 2583220.1305516013, 9842073.207811147 2583223.735747396, 9842082.213557953 2583225.677006995, 9842090.317616882 2583227.0274485876, 9842095.271334222 2583227.0274485876, 9842101.727864688 2583226.436630377, 9842174.47515192 2583216.079228833)",2,,,,,,,58,1,4.28,188,300.0,65.0,3,58,35,5.0,1103.5635199215205
1662217238,1662217222,0,153554002,residential,,False,False,50.166747244953,"LINESTRING (9842240.209311234 2582978.8735929644, 9842248.569404993 2583032.625277086)",,,,,,,,33,0,4.28,188,300.0,65.0,3,58,27,5.0,339.14026107364776
1662217238,1662217198,0,153554002,residential,,False,True,53.953946766825474,"LINESTRING (9842240.209311234 2582978.8735929644, 9842230.947529601 2582921.1070039854)",,,,,,,,30,0,4.28,188,300.0,65.0,3,58,11,5.0,232.8192097322096
1662217238,1662217225,0,153554009,residential,,False,False,91.46909962136226,"LINESTRING (9842240.209311234 2582978.8735929644, 9842141.98099256 2582992.606902615)",,,,,,,,39,1,4.28,188,300.0,65.0,3,58,22,5.0,445.0784230003964
1662217199,1662217198,0,153554002,residential,,False,False,54.731741157989056,"LINESTRING (9842221.106886614 2582862.581009241, 9842230.947529601 2582921.1070039854)",,,,,,,,18,0,4.28,188,300.0,65.0,3,58,61,5.0,502.2363452764799
1662217199,1663968701,0,153694183,tertiary,,True,False,47.093180624835085,"LINESTRING (9842221.106886614 2582862.581009241, 9842263.085466594 2582853.8997914977, 9842271.167261625 2582852.5252657714)",,,,,,,,9,1,4.28,188,300.0,65.0,3,58,79,5.0,500.0433523234366
1663968701,1663978341,0,350557446,tertiary,,True,False,11.944817200176157,"LINESTRING (9842271.167261625 2582852.5252657714, 9842273.894589148 2582855.8651223388, 9842277.334361413 2582858.493601988, 9842281.275071388 2582860.2419029023)",,,,,,,,7,1,4.28,188,300.0,65.0,3,58,50,5.0,115.26890320105696
1662217203,1662217244,0,153554002,residential,,False,True,69.82057334188451,"LINESTRING (9842108.830048202 2583168.4762603734, 9842183.536558472 2583156.189700759)",,,,,,,,25,0,4.28,188,300.0,65.0,3,58,24,5.0,337.6832512246274
1662217244,1662217203,0,153554002,residential,,False,False,69.82057334188451,"LINESTRING (9842183.536558472 2583156.189700759, 9842108.830048202 2583168.4762603734)",,,,,,,,25,0,4.28,188,300.0,65.0,3,58,58,5.0,622.5511904595162
1662217244,1719366024,0,159838767,residential,,False,True,52.34061162948647,"LINESTRING (9842183.536558472 2583156.189700759, 9842192.798340106 2583212.184654604)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,77,5.0,655.227251456455
1662217244,1662217248,0,153554002,residential,,False,True,125.7713536976417,"LINESTRING (9842183.536558472 2583156.189700759, 9842262.918487355 2583143.131473178, 9842264.543751922 2583142.275393982, 9842264.621675564 2583140.370316492, 9842256.929498753 2583088.7524456927)",,,,,,,,48,0,4.28,188,300.0,65.0,3,58,44,5.0,915.6727475235482
1662217217,1662217264,0,153553996,residential,,False,True,57.568071999396224,"LINESTRING (9842127.620778246 2582930.825184603, 9842074.922131306 2582897.366211983)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,66,5.0,612.5391302352181
9399387355,1662217218,0,1019044734,residential,,False,True,25.563491179640327,"LINESTRING (9841943.231173696 2583105.3193411855, 9841958.047797922 2583081.8917783834)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,71,5.0,374.4009448505356
1662217221,1662217235,0,153553998,residential,,False,True,115.84448930122848,"LINESTRING (9841940.470450323 2583341.3813120713, 9841834.505427038 2583273.9191895607)",,,,,,,,45,1,4.28,188,300.0,65.0,3,58,31,5.0,664.5415002005699
1662217221,1662217259,0,159806524,residential,,False,True,51.11205334139323,"LINESTRING (9841940.470450323 2583341.3813120713, 9841969.958983436 2583294.4532078337)",2,,,,,,,20,1,4.28,188,300.0,65.0,3,58,34,5.0,317.13717763288435
1662217235,1662217221,0,153553998,residential,,False,False,115.84448930122848,"LINESTRING (9841834.505427038 2583273.9191895607, 9841940.470450323 2583341.3813120713)",,,,,,,,45,1,4.28,188,300.0,65.0,3,58,75,5.0,1276.2004037110562
1662217235,1662217233,0,153554020,residential,,False,False,51.15766453821285,"LINESTRING (9841834.505427038 2583273.9191895607, 9841805.039157826 2583320.919581244)",,,,,,,,41,0,4.28,188,300.0,65.0,3,58,77,5.0,689.2968203330867
1662217235,1662217246,0,153554020,residential,,False,True,50.96582791272515,"LINESTRING (9841834.505427038 2583273.9191895607, 9841849.60034999 2583249.8282245803, 9841863.84924481 2583227.0877361614)",,,,,,,,42,0,4.28,188,300.0,65.0,3,58,78,5.0,698.6401492631074
1662217222,1662217248,0,153554002,residential,,False,False,52.332345914161245,"LINESTRING (9842248.569404993 2583032.625277086, 9842256.929498753 2583088.7524456927)",,,,,,,,36,0,4.28,188,300.0,65.0,3,58,58,5.0,555.8331275625623
1662217222,1662217238,0,153554002,residential,,False,True,50.166747244953,"LINESTRING (9842248.569404993 2583032.625277086, 9842240.209311234 2582978.8735929644)",,,,,,,,33,0,4.28,188,300.0,65.0,3,58,42,5.0,429.4404061145632
1662217222,1662217226,0,153554021,residential,,False,False,109.07172069200844,"LINESTRING (9842248.569404993 2583032.625277086, 9842131.528092371 2583049.638239837)",,,,,,,,42,1,4.28,188,300.0,65.0,3,58,22,5.0,506.5493426269023
1662217248,1662217222,0,153554002,residential,,False,True,52.332345914161245,"LINESTRING (9842256.929498753 2583088.7524456927, 9842248.569404993 2583032.625277086)",,,,,,,,36,0,4.28,188,300.0,65.0,3,58,36,5.0,417.6757343491766
1662217248,1662217224,0,153554013,residential,,False,False,124.06047544212701,"LINESTRING (9842256.929498753 2583088.7524456927, 9842123.769123865 2583107.8634583335)",,,,,,,,47,1,4.28,188,300.0,65.0,3,58,11,5.0,407.3598275836077
1662217248,1662217244,0,153554002,residential,,False,False,125.7713536976417,"LINESTRING (9842256.929498753 2583088.7524456927, 9842264.621675564 2583140.370316492, 9842264.543751922 2583142.275393982, 9842262.918487355 2583143.131473178, 9842183.536558472 2583156.189700759)",,,,,,,,48,0,4.28,188,300.0,65.0,3,58,20,5.0,553.4512488743401
1662217226,1662217222,0,153554021,residential,,False,True,109.07172069200844,"LINESTRING (9842131.528092371 2583049.638239837, 9842248.569404993 2583032.625277086)",,,,,,,,42,1,4.28,188,300.0,65.0,3,58,18,5.0,454.19491669473825
1662217224,1662217248,0,153554013,residential,,False,True,124.06047544212701,"LINESTRING (9842123.769123865 2583107.8634583335, 9842256.929498753 2583088.7524456927)",,,,,,,,47,1,4.28,188,300.0,65.0,3,58,47,5.0,943.3010814935964
1662217225,1662217238,0,153554009,residential,,False,True,91.46909962136226,"LINESTRING (9842141.98099256 2582992.606902615, 9842240.209311234 2582978.8735929644)",,,,,,,,39,1,4.28,188,300.0,65.0,3,58,39,5.0,631.6753862279754
1662217233,1662217240,0,153554004,residential,,False,False,44.45050506387897,"LINESTRING (9841805.039157826 2583320.919581244, 9841779.669445874 2583361.903356185)",,,,,,,,30,0,4.28,188,300.0,65.0,3,58,43,5.0,390.9646061296155
1662217233,1662217235,0,153554020,residential,,False,True,51.15766453821285,"LINESTRING (9841805.039157826 2583320.919581244, 9841834.505427038 2583273.9191895607)",,,,,,,,41,0,4.28,188,300.0,65.0,3,58,14,5.0,302.5448764241976
1662217240,1662217233,0,153554004,residential,,False,True,44.45050506387897,"LINESTRING (9841779.669445874 2583361.903356185, 9841805.039157826 2583320.919581244)",,,,,,,,30,0,4.28,188,300.0,65.0,3,58,69,5.0,529.650181928918
1662217240,1720646086,0,160026379,residential,,False,True,29.1603168893292,"LINESTRING (9841779.669445874 2583361.903356185, 9841753.008427829 2583344.9021309973)",,,,,,,,20,0,4.28,188,300.0,65.0,3,58,49,5.0,283.0626633092557
1662217246,1662217259,0,153554016,residential,,False,False,115.90961997551904,"LINESTRING (9841863.84924481 2583227.0877361614, 9841969.958983436 2583294.4532078337)",,,,,,,,48,1,4.28,188,300.0,65.0,3,58,49,5.0,930.148565456052
1662217246,1662217236,0,153554020,residential,,False,True,54.69935805989908,"LINESTRING (9841863.84924481 2583227.0877361614, 9841895.352660706 2583176.8320907042)",,,,,,,,41,0,4.28,188,300.0,65.0,3,58,40,5.0,479.1569186875156
