u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,junction,bridge,width,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
302477396,302478440,0,"[1467575441, 1483305514, 656173035, 656173039]",secondary,6,40,Park Street,False,,"[False, True]",169.87952135145434,"LINESTRING (9835098.874733713 2578309.7483703727, 9835104.730138928 2578305.228141026, 9835109.450085338 2578302.11822395, 9835126.237064548 2578288.9553255555, 9835156.905584263 2578264.907749626, 9835205.440882249 2578212.3648212696, 9835232.090768343 2578183.519921095)",,,,,,11,1,6.96,181,300.0,65.0,3,58,51,26.0,1103.2626706709004
2283710613,302477396,0,656173043,secondary,6,40,Park Street,False,,True,25.658905911946388,"LINESTRING (9835074.71840421 2578323.538090956, 9835098.874733713 2578309.7483703727)",,,,,,4,1,6.96,181,300.0,65.0,3,58,61,29.0,216.42319127544755
2283710613,2283710617,0,"[1126475662, 1453839263]",secondary,,40,Chowringhee Road,True,,False,84.72040807472115,"LINESTRING (9835074.71840421 2578323.538090956, 9835075.853863016 2578332.7352623525, 9835077.312148346 2578343.523562938, 9835086.874492604 2578414.569820056)",,,,,,1,1,6.96,181,300.0,65.0,3,58,25,27.0,267.76122422416347
7055897012,7055897001,0,755358296,secondary_link,,,,False,,True,30.550558725749298,"LINESTRING (9835056.651250854 2578123.7570151025, 9835055.282021116 2578127.590127677, 9835053.033367405 2578131.0616266206, 9835049.871893864 2578133.641143666, 9835046.331934057 2578135.4492165996, 9835041.95707807 2578136.305037857, 9835037.905048605 2578135.7505621077, 9835033.886414988 2578133.8098971313, 9835030.624753907 2578131.7728018407)",,,,,,2,1,6.96,181,300.0,65.0,3,58,53,5.0,212.9015534957655
302478440,302478415,0,656173035,secondary,6,40,Park Street,False,,False,214.57227570269362,"LINESTRING (9835232.090768343 2578183.519921095, 9835236.432228485 2578178.8189182864, 9835260.577426037 2578152.68618844, 9835274.659341622 2578137.4380970537, 9835288.273715347 2578122.696279703, 9835315.491330847 2578093.2367917853, 9835332.812643614 2578075.1802247423, 9835341.740466775 2578065.874711866, 9835376.794974426 2578028.146455241, 9835387.02523563 2578017.0088009587, 9835389.429736631 2578012.4524899935)",,,,,,12,0,6.96,181,300.0,65.0,3,58,41,29.0,1127.2955964572525
302478440,302477396,0,"[1467575441, 1483305514, 656173035, 656173039]",secondary,6,40,Park Street,False,,"[False, True]",169.87952135145434,"LINESTRING (9835232.090768343 2578183.519921095, 9835205.440882249 2578212.3648212696, 9835156.905584263 2578264.907749626, 9835126.237064548 2578288.9553255555, 9835109.450085338 2578302.11822395, 9835104.730138928 2578305.228141026, 9835098.874733713 2578309.7483703727)",,,,,,11,1,6.96,181,300.0,65.0,3,58,63,30.0,1347.8891814169947
302478415,7059502798,0,1327839750,secondary,6,40,Park Street,False,,False,22.090819014573842,"LINESTRING (9835389.429736631 2578012.4524899935, 9835404.602583226 2577993.925915671)",,,,,,6,0,6.96,181,300.0,65.0,3,58,58,29.0,195.35210034143392
302478415,302478440,0,656173035,secondary,6,40,Park Street,False,,True,214.5722757026936,"LINESTRING (9835389.429736631 2578012.4524899935, 9835387.02523563 2578017.0088009587, 9835376.794974426 2578028.146455241, 9835341.740466775 2578065.874711866, 9835332.812643614 2578075.1802247423, 9835315.491330847 2578093.2367917853, 9835288.273715347 2578122.696279703, 9835274.659341622 2578137.4380970537, 9835260.577426037 2578152.68618844, 9835236.432228485 2578178.8189182864, 9835232.090768343 2578183.519921095)",,,,,,12,0,6.96,181,300.0,65.0,3,58,68,33.0,1822.5097697339795
7059502798,302478415,0,1327839750,secondary,6,40,Park Street,False,,True,22.090819014573842,"LINESTRING (9835404.602583226 2577993.925915671, 9835389.429736631 2578012.4524899935)",,,,,,6,0,6.96,181,300.0,65.0,3,58,62,30.0,205.95569346842936
7059502798,302478697,0,"[1393837459, 27553223]",secondary,,40,Mirza Ghalib Street,False,,False,103.50622270152182,"LINESTRING (9835404.602583226 2577993.925915671, 9835411.170433184 2578008.2698458405, 9835414.621337397 2578015.8154812995, 9835421.211451253 2578030.207645325, 9835451.301109614 2578095.9488946702)",,,,,,7,0,6.96,181,300.0,65.0,3,58,39,32.0,531.0091222431221
302478452,2813486079,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,43.92308061922818,"LINESTRING (9835531.740573663 2578299.8400292513, 9835551.176956754 2578343.3065914605)",,,,,,14,0,6.96,181,300.0,65.0,3,58,75,34.0,476.9077255730536
302478452,1270264366,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,133.0286977964962,"LINESTRING (9835531.740573663 2578299.8400292513, 9835526.619877085 2578286.339622628, 9835509.02026559 2578240.0164357307, 9835503.075804781 2578224.3584321826, 9835481.446427722 2578164.691810152)",,,,,,16,0,6.96,181,300.0,65.0,3,58,22,32.0,442.79576218274997
302478452,1270372584,0,111524643,residential,,40,Collin Lane,False,,False,246.66150398468602,"LINESTRING (9835531.740573663 2578299.8400292513, 9835549.52942829 2578295.6332049407, 9835564.468503954 2578293.84922246, 9835593.122140884 2578298.0319384434, 9835617.47884547 2578309.8809637846, 9835661.806266705 2578331.469596262, 9835672.782368498 2578336.6166389636, 9835700.612241196 2578349.659035332, 9835719.124672513 2578358.3378999513, 9835760.335148007 2578370.28340019, 9835781.229816427 2578378.6488716626)",,,,,,37,0,6.96,181,300.0,65.0,3,58,34,26.0,1202.9789362575189
2813486079,302478452,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,43.92308061922818,"LINESTRING (9835551.176956754 2578343.3065914605, 9835531.740573663 2578299.8400292513)",,,,,,14,0,6.96,181,300.0,65.0,3,58,20,33.0,187.01539348614762
2813486079,1270257470,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,42.90026678752817,"LINESTRING (9835551.176956754 2578343.3065914605, 9835568.052991558 2578381.059671139, 9835570.079006292 2578385.796893128)",,,,,,14,0,6.96,181,300.0,65.0,3,58,26,26.0,215.44883237708785
2813486079,11368158957,0,276767253,living_street,,,,False,,True,117.92242641552139,"LINESTRING (9835551.176956754 2578343.3065914605, 9835467.286588492 2578344.2709091594, 9835466.128865788 2578359.7602698626, 9835465.961886551 2578364.762673483, 9835466.11773384 2578381.023509144, 9835467.052817563 2578388.0992076104)",,,,,,18,0,6.96,181,300.0,65.0,3,58,20,5.0,384.61382339725134
1270264366,302478697,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,69.24399203668202,"LINESTRING (9835481.446427722 2578164.691810152, 9835451.301109614 2578095.9488946702)",,,,,,5,0,6.96,181,300.0,65.0,3,58,34,27.0,319.11548750966267
1270264366,302478452,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,133.02869779649617,"LINESTRING (9835481.446427722 2578164.691810152, 9835503.075804781 2578224.3584321826, 9835509.02026559 2578240.0164357307, 9835526.619877085 2578286.339622628, 9835531.740573663 2578299.8400292513)",,,,,,16,0,6.96,181,300.0,65.0,3,58,24,29.0,474.722649653909
1270264366,1221407446,0,106086721,secondary,,40,Muzaffar Ahmed Street,False,,False,300.97460027423836,"LINESTRING (9835481.446427722 2578164.691810152, 9835536.716554899 2578157.5197760584, 9835553.303159028 2578154.602747951, 9835566.249615807 2578152.324573463, 9835602.85146438 2578143.6217087135, 9835657.665181648 2578130.60358158, 9835674.340841368 2578126.6378763574, 9835679.038523879 2578125.794109411, 9835692.07403625 2578123.443616, 9835766.902997963 2578109.9192449832, 9835802.169012645 2578107.050440423)",,,,,,36,1,6.96,181,300.0,65.0,3,58,29,28.0,1235.9916089543492
1270372584,10596151235,0,111524657,residential,,,Collin Street,False,,False,23.639353485280076,"LINESTRING (9835781.229816427 2578378.6488716626, 9835779.671343556 2578353.070310746)",,,,,,11,0,6.96,181,300.0,65.0,3,58,56,5.0,225.4564554210821
1270372584,302478452,0,111524643,residential,,40,Collin Lane,False,,True,246.66150398468602,"LINESTRING (9835781.229816427 2578378.6488716626, 9835760.335148007 2578370.28340019, 9835719.124672513 2578358.3378999513, 9835700.612241196 2578349.659035332, 9835672.782368498 2578336.6166389636, 9835661.806266705 2578331.469596262, 9835617.47884547 2578309.8809637846, 9835593.122140884 2578298.0319384434, 9835564.468503954 2578293.84922246, 9835549.52942829 2578295.6332049407, 9835531.740573663 2578299.8400292513)",,,,,,37,0,6.96,181,300.0,65.0,3,58,64,30.0,2090.960350602388
1270372584,1270372580,0,111524646,residential,,,Collin Street,False,,False,68.395979367119,"LINESTRING (9835781.229816427 2578378.6488716626, 9835795.567766842 2578437.1711276956, 9835801.345248414 2578449.8037652955)",,,,,,9,0,6.96,181,300.0,65.0,3,58,77,5.0,688.5788493521796
302478457,664472034,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,87.18085295443873,"LINESTRING (9835662.195884923 2579163.105308076, 9835657.720841393 2579138.6225040336, 9835649.750365851 2579115.236698294, 9835644.974759696 2579070.5747225573)",,,,,,4,0,6.96,181,300.0,65.0,3,58,53,27.0,586.0702247902303
302478457,664472041,0,27553236,secondary,,40,Surendra Nath Banerjee Road,True,,False,155.22655863810945,"LINESTRING (9835662.195884923 2579163.105308076, 9835615.141136164 2579178.583377094, 9835582.379810024 2579189.3722265605, 9835570.769187132 2579192.422036674, 9835500.882810814 2579210.7450183034)",,,,,,18,0,6.96,181,300.0,65.0,3,58,58,26.0,1181.9768481212416
302478457,1270249929,0,52155576,secondary,,40,Hospital Street,False,,False,136.86094823994193,"LINESTRING (9835662.195884923 2579163.105308076, 9835709.907418676 2579251.573998038, 9835732.627726747 2579293.692926625)",,,,,,10,0,6.96,181,300.0,65.0,3,58,27,26.0,505.02947229741187
664472034,10943558270,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,23.79506375091844,"LINESTRING (9835644.974759696 2579070.5747225573, 9835647.57963578 2579044.9107157513)",,,,,,6,0,6.96,181,300.0,65.0,3,58,56,35.0,201.50282840617191
664472034,1270257371,0,52155574,tertiary,,40,Corporation Pl,False,,False,115.04779910622071,"LINESTRING (9835644.974759696 2579070.5747225573, 9835523.859153714 2579100.349359716)",,,,,,13,0,6.96,181,300.0,65.0,3,58,62,35.0,932.5556253502821
664472034,302478457,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,87.18085295443873,"LINESTRING (9835644.974759696 2579070.5747225573, 9835649.750365851 2579115.236698294, 9835657.720841393 2579138.6225040336, 9835662.195884923 2579163.105308076)",,,,,,4,0,6.96,181,300.0,65.0,3,58,23,28.0,272.21915415425093
664472041,1270249954,0,27553236,secondary,,40,Surendra Nath Banerjee Road,True,,False,44.5216180704537,"LINESTRING (9835500.882810814 2579210.7450183034, 9835483.973380161 2579215.1811116296, 9835455.074840352 2579225.7891656873)",,,,,,17,0,6.96,181,300.0,65.0,3,58,34,31.0,278.2482017274511
1270249929,664472044,0,52155576,secondary,,40,Hospital Street,False,,False,59.539555328689595,"LINESTRING (9835732.627726747 2579293.692926625, 9835762.216447398 2579348.5658293962, 9835763.262850612 2579350.5066361725)",,,,,,12,0,6.96,181,300.0,65.0,3,58,52,27.0,443.1268252510231
1270249929,302478457,0,52155576,secondary,,40,Hospital Street,False,,True,136.86094823994193,"LINESTRING (9835732.627726747 2579293.692926625, 9835709.907418676 2579251.573998038, 9835662.195884923 2579163.105308076)",,,,,,10,0,6.96,181,300.0,65.0,3,58,38,28.0,685.6859239741352
1270249929,1270249939,0,111507842,residential,,,,False,,True,102.15591794488918,"LINESTRING (9835732.627726747 2579293.692926625, 9835772.546896147 2579281.216358234, 9835790.302354928 2579273.875077442, 9835811.07457191 2579261.8445454855, 9835824.210271824 2579239.7484107744)",,,,,,26,0,6.96,181,300.0,65.0,3,58,34,5.0,558.3961452151478
1270249929,1270249876,0,111507847,residential,,,Moni Lal Saha Ln,False,,True,149.64516084494528,"LINESTRING (9835732.627726747 2579293.692926625, 9835686.263158832 2579325.734243716, 9835637.894840084 2579352.6162090125, 9835627.742502524 2579381.2702620407, 9835626.840814646 2579395.3984039696, 9835626.462328378 2579401.365498238)",,,,,,15,0,6.96,181,300.0,65.0,3,58,71,5.0,1361.5767703989336
302478462,10943558270,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,31.80809633605631,"LINESTRING (9835650.529602287 2579010.555484487, 9835650.13998407 2579015.2326135505, 9835648.19189298 2579038.9196404866, 9835647.57963578 2579044.9107157513)",,,,,,6,0,6.96,181,300.0,65.0,3,58,74,27.0,324.05589546418
302478462,1270366842,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,44.8055888833462,"LINESTRING (9835650.529602287 2579010.555484487, 9835638.328986097 2578970.3900901, 9835636.392026955 2578964.0856267437)",,,,,,8,0,6.96,181,300.0,65.0,3,58,38,29.0,255.91348530805868
302478462,9189383158,0,995139938,residential,,,,False,,False,105.95324558871566,"LINESTRING (9835650.529602287 2579010.555484487, 9835627.775898369 2579013.400336029, 9835603.296742342 2579021.754076633, 9835596.628704844 2579022.031329279, 9835591.764043096 2579020.7173928665, 9835578.806454368 2578974.5850307136, 9835575.233098714 2578969.23286529)",,,,,,18,0,6.96,181,300.0,65.0,3,58,35,5.0,546.6036314726058
10943558270,664472034,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,23.79506375091844,"LINESTRING (9835647.57963578 2579044.9107157513, 9835644.974759696 2579070.5747225573)",,,,,,6,0,6.96,181,300.0,65.0,3,58,39,35.0,152.96089835429828
10943558270,302478462,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,31.80809633605631,"LINESTRING (9835647.57963578 2579044.9107157513, 9835648.19189298 2579038.9196404866, 9835650.13998407 2579015.2326135505, 9835650.529602287 2579010.555484487)",,,,,,6,0,6.96,181,300.0,65.0,3,58,28,26.0,148.4752036891492
10943558270,10943558260,0,1178020752,residential,,,,False,,True,177.00878825248836,"LINESTRING (9835647.57963578 2579044.9107157513, 9835594.613822062 2579051.9143698546, 9835589.68236862 2579058.7010460948, 9835589.05897947 2579061.5459058755, 9835567.730165035 2579067.0307004713, 9835555.206722321 2579070.8881395133, 9835550.25300498 2579052.6617479194, 9835544.954197219 2579037.5092669455, 9835543.985717649 2579020.7294473285, 9835540.635000978 2578997.9465297014, 9835536.438256174 2578981.202913317)",,,,,,22,0,6.96,181,300.0,65.0,3,58,46,5.0,1098.6885111537356
1270366842,664472036,0,27553223,secondary,,40,Mirza Ghalib Street,False,,True,12.099398238569925,"LINESTRING (9835636.392026955 2578964.0856267437, 9835632.573768422 2578951.5369792613)",,,,,,6,0,6.96,181,300.0,65.0,3,58,11,34.0,57.5712056749123
1270366842,302478462,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,44.8055888833462,"LINESTRING (9835636.392026955 2578964.0856267437, 9835638.328986097 2578970.3900901, 9835650.529602287 2579010.555484487)",,,,,,8,0,6.96,181,300.0,65.0,3,58,41,28.0,272.04349730606333
1270366842,1270367061,0,111524071,residential,,,,False,,True,106.9073953546175,"LINESTRING (9835636.392026955 2578964.0856267437, 9835666.036407355 2578932.093224303, 9835688.077666532 2578895.1947537037, 9835715.005851354 2578883.6466702907)",,,,,,14,0,6.96,181,300.0,65.0,3,58,29,5.0,453.6377358340689
9189383158,10943558260,0,52155575,tertiary,,40,Market St,False,,False,37.450700943002815,"LINESTRING (9835575.233098714 2578969.23286529, 9835536.438256174 2578981.202913317)",,,,,,12,0,6.96,181,300.0,65.0,3,58,62,31.0,350.23321501594097
9189383158,664472036,0,52155575,tertiary,,40,Market St,False,,True,55.3549835656457,"LINESTRING (9835575.233098714 2578969.23286529, 9835632.573768422 2578951.5369792613)",,,,,,12,0,6.96,181,300.0,65.0,3,58,11,26.0,144.66857830665234
9189383158,302478462,0,995139938,residential,,,,False,,True,105.95324558871565,"LINESTRING (9835575.233098714 2578969.23286529, 9835578.806454368 2578974.5850307136, 9835591.764043096 2579020.7173928665, 9835596.628704844 2579022.031329279, 9835603.296742342 2579021.754076633, 9835627.775898369 2579013.400336029, 9835650.529602287 2579010.555484487)",,,,,,18,0,6.96,181,300.0,65.0,3,58,78,5.0,1093.3223787103784
302478466,664471944,0,27553223,secondary,,40,Mirza Ghalib Street,False,,False,130.7394124002196,"LINESTRING (9835603.619568866 2578639.3065352356, 9835609.99817569 2578735.7523529646, 9835611.500988815 2578772.2526783873, 9835611.857211186 2578780.7871121387)",,,,,,17,0,6.96,181,300.0,65.0,3,58,50,34.0,881.0364744013176
