u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,width,tunnel,ref,junction,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
9909215436,11821901696,0,1427661071,,secondary,,,,True,False,21.894631431067268,"LINESTRING (8607364.125590494 3326659.9217550936, 8607370.537593162 3326656.4599128454, 8607375.313199319 3326652.4654806014, 8607378.775235482 3326646.8986389306, 8607380.456159793 3326642.295534706)",,,,,,0,0,3.26,159,300.0,65.0,3,79,11,5.0,44.7009134890088
905114139,905114096,0,76995138,,tertiary,,,,False,False,49.39966689810396,"LINESTRING (8607396.909180531 3327168.378512011, 8607379.376360733 3327221.918758574)",,,,,,0,0,3.26,159,300.0,65.0,3,79,25,5.0,163.9990006943119
905114139,905114199,0,"[76842469, 76842479]",,residential,,,,False,"[False, True]",192.86963189824073,"LINESTRING (8607396.909180531 3327168.378512011, 8607545.732207773 3327216.7194357566, 8607547.780486403 3327217.9495192636, 8607548.760097923 3327220.4857742772, 8607530.192006858 3327275.8269789424)",,,,,,0,0,3.26,159,300.0,65.0,3,79,71,5.0,1659.0492637730108
905114139,277420366,0,76995138,,tertiary,,,,False,True,372.2671513278233,"LINESTRING (8607396.909180531 3327168.378512011, 8607441.359053206 3327032.6393537405, 8607447.147666726 3326968.955034928, 8607448.494632566 3326942.324884388, 8607447.147666726 3326928.8957000994, 8607420.698155714 3326775.1014371384, 8607411.258262895 3326755.725109142)",,,,,,0,0,3.26,159,300.0,65.0,3,79,67,5.0,3008.827896675699
905284108,277420366,0,"[1076325216, 706853745, 1076325215]",yes,tertiary,,,,False,False,111.9983051726943,"LINESTRING (8607289.30776073 3326793.564770674, 8607310.458463982 3326785.753357208, 8607371.205510106 3326767.657779004, 8607411.258262895 3326755.725109142)",no,,,,,0,0,3.26,159,300.0,65.0,3,79,38,5.0,526.512271587486
905284108,11149577624,0,"[1081113740, 1463175988]",,tertiary,,,,False,"[False, True]",62.16987922836036,"LINESTRING (8607289.30776073 3326793.564770674, 8607263.82672929 3326747.91371787, 8607253.373829102 3326732.50652287)",,,,,,1,0,3.26,159,300.0,65.0,3,79,20,5.0,170.00771014806486
905284108,906539408,0,1463175988,,tertiary,,,,False,True,186.33366549256507,"LINESTRING (8607289.30776073 3326793.564770674, 8607302.02044658 3326829.388275858, 8607309.38979687 3326853.8751236964, 8607307.47510163 3326880.8728449913, 8607306.261719178 3326885.235093494, 8607273.077378973 3326997.76638158)",,,,,,0,0,3.26,159,300.0,65.0,3,79,67,5.0,1513.922670560223
277420414,1987490179,0,66205270,,trunk_link,,,,True,False,170.05105831315743,"LINESTRING (8606595.453374617 3321544.9342366653, 8606574.12456018 3321517.4783168524, 8606554.454406157 3321500.670150071, 8606511.273575677 3321479.2987106834, 8606465.632584453 3321464.151121657, 8606431.079014512 3321451.0823787577)",,,,,,1,0,3.26,159,300.0,65.0,3,79,62,5.0,1285.9798738498912
277420414,1987490177,0,"[1313714081, 1183845911]",,secondary,"['2', '4']",80,,True,False,195.6767475142794,"LINESTRING (8606595.453374617 3321544.9342366653, 8606568.480661998 3321527.771111192, 8606529.184881749 3321506.4503317317, 8606439.79533064 3321468.8284924994, 8606392.829637473 3321453.5034543136)",,,,,,0,0,3.26,159,300.0,65.0,3,79,51,70.0,1213.3416947873898
1987490179,1987490177,0,188125780,,trunk_link,,,,True,False,33.62042853338798,"LINESTRING (8606431.079014512 3321451.0823787577, 8606392.829637473 3321453.5034543136)",,,,,,0,0,3.26,159,300.0,65.0,3,79,31,5.0,140.8679941442033
1987490179,12785090724,0,66205270,,trunk_link,,,,True,False,73.085589979004,"LINESTRING (8606431.079014512 3321451.0823787577, 8606362.973750044 3321420.926715354, 8606355.359496873 3321416.4521733792)",,,,,,0,0,3.26,159,300.0,65.0,3,79,12,5.0,121.04324956976576
1987490177,12785090723,0,25457951,,secondary,4,80,DND Noida Flyover,True,False,18.948746857262858,"LINESTRING (8606392.829637473 3321453.5034543136, 8606372.56949015 3321446.0120648844)",,,,,,0,0,3.26,159,300.0,65.0,3,79,66,68.0,165.87407510952184
278164996,841773942,0,1127408375,,secondary,2,,Amaltash Marg,True,False,71.61081911080181,"LINESTRING (8607327.712985054 3322178.121967244, 8607389.105684226 3322231.933726011)",,,,,,5,0,3.26,159,300.0,65.0,3,79,13,5.0,152.51287781285083
841773942,841773947,0,70534910,,residential,,,,False,True,128.48519126758376,"LINESTRING (8607389.105684226 3322231.933726011, 8607295.352409082 3322344.4764291304)",,,,,,9,0,3.26,159,300.0,65.0,3,79,38,5.0,646.6924721801819
841773942,10223510632,0,1127408375,,secondary,2,,Amaltash Marg,True,False,118.73750257440173,"LINESTRING (8607389.105684226 3322231.933726011, 8607480.198423544 3322311.783423893, 8607490.963018304 3322321.0880554537)",,,,,,6,0,3.26,159,300.0,65.0,3,79,42,5.0,644.2370129749846
283639839,1818312418,0,570179509,,secondary,2,,Lieutenant Vijyant Thapar Marg,True,False,65.1400094690475,"LINESTRING (8608031.819896271 3320979.0444215, 8607983.028563455 3321035.018833524)",,,,,,1,0,3.26,159,300.0,65.0,3,79,24,5.0,208.4032272708568
283639839,5482019997,0,669404381,,secondary,,,,True,False,24.52653418034581,"LINESTRING (8608031.819896271 3320979.0444215, 8608003.967759674 3320976.610756741)",,,,,,0,0,3.26,159,300.0,65.0,3,79,45,5.0,148.24328457386738
1818312418,6639995379,0,570179509,,secondary,2,,Lieutenant Vijyant Thapar Marg,True,False,8.358383805344804,"LINESTRING (8607983.028563455 3321035.018833524, 8607976.616560787 3321042.06635314)",,,,,,1,0,3.26,159,300.0,65.0,3,79,24,5.0,44.87214535939304
5482019997,6618870109,0,669404381,,secondary,,,,True,False,31.58466053494209,"LINESTRING (8608003.967759674 3320976.610756741, 8607986.390412077 3320965.240985077, 8607973.855837416 3320956.8752729874)",,,,,,0,0,3.26,159,300.0,65.0,3,79,16,5.0,76.4425482270888
283640017,9827873818,0,422369377,,residential,,,,False,True,102.73910574605021,"LINESTRING (8611032.225263571 3326169.008538102, 8611008.747982962 3326179.431728309, 8610937.826335378 3326211.817215618, 8610925.525531646 3326217.3965557623)",,,,,,3,0,3.26,159,300.0,65.0,3,79,54,5.0,696.5494052344053
283640017,851995407,0,1126641133,,tertiary,,,,True,False,26.83013693360426,"LINESTRING (8611032.225263571 3326169.008538102, 8611035.85427897 3326181.790261531, 8611039.282919288 3326198.7564966963)",,,,,,2,0,3.26,159,300.0,65.0,3,79,56,5.0,206.09852019382063
9827873818,4221081262,0,422369377,,residential,,,,False,True,67.55547920422676,"LINESTRING (8610925.525531646 3326217.3965557623, 8610854.325585335 3326246.8149333443)",,,,,,2,0,3.26,159,300.0,65.0,3,79,29,5.0,260.89306763070914
9827873818,11486574831,0,1070841869,,residential,,,,False,True,23.804984861473635,"LINESTRING (8610925.525531646 3326217.3965557623, 8610930.802075509 3326244.0252568205)",,,,,,3,0,3.26,159,300.0,65.0,3,79,71,5.0,233.61847101975536
9827873818,283640017,0,422369377,,residential,,,,False,False,102.73910574605023,"LINESTRING (8610925.525531646 3326217.3965557623, 8610937.826335378 3326211.817215618, 8611008.747982962 3326179.431728309, 8611032.225263571 3326169.008538102)",,,,,,3,0,3.26,159,300.0,65.0,3,79,38,5.0,499.29032220198906
851995407,9832408450,0,694332928,,tertiary,,,,True,False,31.464087598003548,"LINESTRING (8611039.282919288 3326198.7564966963, 8611046.040012378 3326233.9951065048)",,,,,,1,0,3.26,159,300.0,65.0,3,79,79,5.0,319.0795504290736
851995407,11486574829,0,1070841868,,residential,,,,False,True,66.90835543199944,"LINESTRING (8611039.282919288 3326198.7564966963, 8610978.235310536 3326223.5211522905, 8610968.917869156 3326228.187513442)",,,,,,1,0,3.26,159,300.0,65.0,3,79,29,5.0,253.64107690335803
300136287,3891693494,0,69659259,,tertiary,,,,True,False,11.387472439926063,"LINESTRING (8608380.082923219 3322196.2493434665, 8608371.700565562 3322206.1623666207)",,,,,,4,0,3.26,159,300.0,65.0,3,79,61,5.0,119.15629826025878
300136287,3891693490,0,1426831123,,tertiary,,,Tulsi Marg,True,False,110.93465501440973,"LINESTRING (8608380.082923219 3322196.2493434665, 8608283.279494025 3322114.8664908228)",,,,,,7,0,3.26,159,300.0,65.0,3,79,75,5.0,1049.2118951296873
3891693494,9843255253,0,1426831126,,tertiary,,,Tulsi Marg,True,False,11.497995223244153,"LINESTRING (8608371.700565562 3322206.1623666207, 8608381.64139609 3322214.706333668)",,,,,,5,0,3.26,159,300.0,65.0,3,79,16,5.0,62.87615082862877
3891693494,841516295,0,69659259,,tertiary,,,,True,False,176.4046328717404,"LINESTRING (8608371.700565562 3322206.1623666207, 8608329.699721685 3322258.3896691436, 8608251.66475864 3322347.569528775, 8608241.456761334 3322359.34613194)",,,,,,5,0,3.26,159,300.0,65.0,3,79,22,5.0,506.5082307813947
3891693490,1827513607,0,171772316,,residential,,,,False,True,78.40783559252039,"LINESTRING (8608283.279494025 3322114.8664908228, 8608289.49112161 3322107.146554428, 8608339.29546179 3322045.2097552572)",permissive,,,,,8,0,3.26,159,300.0,65.0,3,79,50,5.0,526.2470135551223
3891693490,12765878235,0,1426831123,,tertiary,,,Tulsi Marg,True,False,70.08921956258632,"LINESTRING (8608283.279494025 3322114.8664908228, 8608243.004102256 3322080.2725906773, 8608222.666031286 3322062.804543285)",,,,,,2,0,3.26,159,300.0,65.0,3,79,22,5.0,210.83553964522787
301037157,841778034,0,70535827,,tertiary,2,,Noida 22 Main Road,True,False,65.0866014808264,"LINESTRING (8609868.057160804 3324698.0383612392, 8609824.286337025 3324693.943085221, 8609794.040831376 3324693.309141677)",,,,,,0,0,3.26,159,300.0,65.0,3,79,54,5.0,437.56117759575505
841778034,9860270847,0,71215938,,residential,,,,False,False,52.774943917695246,"LINESTRING (8609794.040831376 3324693.309141677, 8609803.747890973 3324633.92144428)",,,,,,0,0,3.26,159,300.0,65.0,3,79,79,5.0,516.1064683397509
841778034,847745074,0,70535827,,tertiary,2,,Noida 22 Main Road,True,False,38.31881118963619,"LINESTRING (8609794.040831376 3324693.309141677, 8609762.225720907 3324697.366380877, 8609751.149431571 3324700.8784295567)",,,,,,0,0,3.26,159,300.0,65.0,3,79,68,5.0,328.4814993074313
301037158,851867172,0,694332918,,tertiary,,,,True,False,61.02442824585864,"LINESTRING (8610577.318164444 3325969.042100859, 8610589.663495975 3325900.5571392635)",,,,,,1,0,3.26,159,300.0,65.0,3,79,28,5.0,225.84207890608502
301037158,851867860,0,1205688819,,tertiary,,,,True,False,10.895803195708458,"LINESTRING (8610577.318164444 3325969.042100859, 8610565.039624609 3325967.140088284)",,,,,,1,0,3.26,159,300.0,65.0,3,79,40,5.0,73.09985533940059
851867172,851867654,0,694332917,,tertiary,,,,True,False,405.5376584706572,"LINESTRING (8610589.663495975 3325900.5571392635, 8610654.373515973 3325442.664143415)",,,,,,1,0,3.26,159,300.0,65.0,3,79,22,5.0,1091.419418362535
851867860,316066258,0,694332932,,tertiary,,,,True,False,9.959938257030869,"LINESTRING (8610565.039624609 3325967.140088284, 8610563.45888784 3325978.3873265865)",,,,,,1,0,3.26,159,300.0,65.0,3,79,21,5.0,45.89904440771779
851867860,851867089,0,1205688819,,tertiary,,,,True,False,45.85307260776406,"LINESTRING (8610565.039624609 3325967.140088284, 8610513.365116984 3325959.151638439)",,,,,,2,0,3.26,159,300.0,65.0,3,79,73,5.0,427.47291604401323
301037167,6192037419,0,81058783,,secondary,,40,Vishwakarma Road,True,False,7.513680917181429,"LINESTRING (8613101.821576655 3326101.5369652053, 8613102.589681141 3326110.0707498505)",,,,,,1,0,3.26,159,300.0,65.0,3,79,30,26.0,47.849251301853144
6192037419,11821721117,0,81058783,,secondary,,40,Vishwakarma Road,True,False,271.53103079450347,"LINESTRING (8613102.589681141 3326110.0707498505, 8613128.605046138 3326418.6220923224)",,,,,,8,0,3.26,159,300.0,65.0,3,79,28,30.0,968.1442634695317
6192037419,12098500947,0,"[1207074652, 661394741]",,residential,,,,True,False,419.49800513163757,"LINESTRING (8613102.589681141 3326110.0707498505, 8613092.147912905 3326121.9013994206, 8613090.210953765 3326132.654239013, 8613097.969922272 3326216.5596545907, 8613105.439460104 3326297.764673754, 8613109.769788297 3326348.3722370183, 8613116.493485542 3326423.3265633793, 8613124.397169387 3326511.4057272123, 8613130.51974138 3326582.5314085726)",,,,,,11,0,3.26,159,300.0,65.0,3,79,15,5.0,825.8964092369475
301037170,4676813713,0,993591160,,secondary,,,Vishwakarma Road,True,False,64.2216227632966,"LINESTRING (8613120.077973144 3326088.565115808, 8613115.246707244 3326015.48933222)",,,,,,1,0,3.26,159,300.0,65.0,3,79,50,5.0,406.12973657977955
4676813713,11821712143,0,993591160,,secondary,,,Vishwakarma Road,True,False,147.488541734927,"LINESTRING (8613115.246707244 3326015.48933222, 8613107.265099755 3325847.4913631836)",,,,,,1,0,3.26,159,300.0,65.0,3,79,76,5.0,1365.8955006225342
301037171,4676813717,0,1125566713,,tertiary,,,Sector 62 Road,True,False,80.95899691891067,"LINESTRING (8613121.001924917 3326100.2309035505, 8613213.063143803 3326093.2948306943)",,,,,,0,0,3.26,159,300.0,65.0,3,79,48,5.0,482.12382225292544
301037171,301037170,0,1125566718,,secondary,,,Vishwakarma Road,True,False,10.261983416276674,"LINESTRING (8613121.001924917 3326100.2309035505, 8613120.077973144 3326088.565115808)",,,,,,0,0,3.26,159,300.0,65.0,3,79,35,5.0,58.90033034836203
4676813717,6277807007,0,1125566713,,tertiary,,,Sector 62 Road,True,False,196.9849852238586,"LINESTRING (8613213.063143803 3326093.2948306943, 8613437.060223177 3326076.4048109823)",,,,,,0,0,3.26,159,300.0,65.0,3,79,25,5.0,606.7549556715757
301037177,841773881,0,1099974717,,secondary,,,Lieutenant Vijyant Thapar Marg,True,False,14.042013107232458,"LINESTRING (8606676.850186285 3322393.5097489604, 8606665.295223141 3322404.5891745402)",,,,,,1,0,3.26,159,300.0,65.0,3,79,60,5.0,121.90249437207369
301037177,850010209,0,"[1052567121, 1149835028]",,residential,,,Vyapar Marg,True,False,227.73972942083637,"LINESTRING (8606676.850186285 3322393.5097489604, 8606674.056067064 3322391.139209442, 8606475.562283032 3322229.5251856395)",,,,,,2,0,3.26,159,300.0,65.0,3,79,31,5.0,872.9917934455112
841773881,849943585,0,96192455,,secondary,,,Lieutenant Vijyant Thapar Marg,True,False,83.85483144321189,"LINESTRING (8606665.295223141 3322404.5891745402, 8606608.243984109 3322468.0868838634, 8606601.6872661 3322475.9464736287)",,,,,,4,0,3.26,159,300.0,65.0,3,79,23,5.0,267.2393347832648
850010209,850010124,0,71441931,,residential,,,,True,False,86.70767579144477,"LINESTRING (8606475.562283032 3322229.5251856395, 8606541.007011669 3322155.4437669404)",,,,,,5,0,3.26,159,300.0,65.0,3,79,77,5.0,841.9789243129496
850010209,850010154,0,1052567121,,residential,,,Vyapar Marg,True,False,8.627086960177852,"LINESTRING (8606475.562283032 3322229.5251856395, 8606467.936897913 3322223.3136887965)",,,,,,2,0,3.26,159,300.0,65.0,3,79,34,5.0,60.998514797525644
307369559,4950886792,0,66324716,,residential,,,,False,True,12.715786866119053,"LINESTRING (8610434.896007923 3323050.2795212315, 8610443.367421173 3323038.5149849895)",,,,,,0,0,3.26,159,300.0,65.0,3,79,52,5.0,95.1465100445829
307369559,7256804855,0,1090000337,,secondary,2,,Maharaja Agrasen Marg,True,False,29.34073214596832,"LINESTRING (8610434.896007923 3323050.2795212315, 8610409.259129193 3323028.7915022043)",,,,,,0,0,3.26,159,300.0,65.0,3,79,53,5.0,202.40705644835853
4950886792,307369559,0,66324716,,residential,,,,False,False,12.715786866119053,"LINESTRING (8610443.367421173 3323038.5149849895, 8610434.896007923 3323050.2795212315)",,,,,,0,0,3.26,159,300.0,65.0,3,79,69,5.0,121.08671525146576
4950886792,11484533779,0,505052495,,tertiary,,,,True,False,28.497204636475377,"LINESTRING (8610443.367421173 3323038.5149849895, 8610418.264875999 3323017.8890397195)",,,,,,0,0,3.26,159,300.0,65.0,3,79,59,5.0,217.56020882624568
4950886792,9841056434,0,66324716,,residential,,,,False,True,58.58594070823773,"LINESTRING (8610443.367421173 3323038.5149849895, 8610452.47335552 3323027.954801279, 8610486.269952923 3322987.3241604553)",,,,,,1,0,3.26,159,300.0,65.0,3,79,62,5.0,456.6793988692887
7256804855,11484533779,0,777606957,,secondary_link,,,,True,False,12.403343745624179,"LINESTRING (8610409.259129193 3323028.7915022043, 8610418.264875999 3323017.8890397195)",,,,,,0,0,3.26,159,300.0,65.0,3,79,35,5.0,67.89404373162155
7256804855,7256804847,0,1090000337,,secondary,2,,Maharaja Agrasen Marg,True,False,29.399604703233244,"LINESTRING (8610409.259129193 3323028.7915022043, 8610383.566590719 3323007.2654860145)",,,,,,0,0,3.26,159,300.0,65.0,3,79,55,5.0,209.83739104133943
307369586,11397521670,0,27991162,,tertiary,2,,Bhardwaj Road,True,False,4.453336913292176,"LINESTRING (8612284.959153213 3324663.818121371, 8612281.775415776 3324667.7739208206)",,,,,,0,1,3.26,159,300.0,65.0,3,79,64,5.0,47.00162749408392
307369586,307369628,0,1096498280,,secondary,2,,Maharaja Agrasen Marg,True,False,8.920285481377048,"LINESTRING (8612284.959153213 3324663.818121371, 8612292.339635452 3324670.816844272)",,,,,,0,1,3.26,159,300.0,65.0,3,79,72,5.0,89.87126655909769
11397521670,851993978,0,27991162,,tertiary,2,,Bhardwaj Road,True,False,479.49683966163553,"LINESTRING (8612281.775415776 3324667.7739208206, 8612208.939072952 3324758.161722459, 8612198.987110473 3324772.6664288808, 8612120.328758279 3324859.504813568, 8612078.72866457 3324884.8882532325, 8612028.946588287 3324912.211640183, 8611976.092094058 3324934.298613883, 8611942.184177164 3324945.8492788887, 8611906.695523499 3324954.521793553, 8611846.839033298 3324964.8933170415)",,,,,,0,1,3.26,159,300.0,65.0,3,79,23,5.0,1336.211277466114
11397521670,11397496265,0,1229013359,,residential,,,,False,True,738.7202737490819,"LINESTRING (8612281.775415776 3324667.7739208206, 8612234.754062867 3324625.9464726225, 8612047.336568166 3324463.1769493003, 8611905.181578424 3324342.3245903053, 8611746.284137266 3324207.235467433, 8611643.313608281 3324118.410836406)",,,,,,0,2,3.26,159,300.0,65.0,3,79,39,5.0,3467.010881145703
307369628,12250242892,0,1096498279,,secondary,2,,Maharaja Agrasen Marg,True,False,101.07986893252172,"LINESTRING (8612292.339635452 3324670.816844272, 8612378.08903921 3324747.8283966584)",,,,,,1,1,3.26,159,300.0,65.0,3,79,41,5.0,515.1129551480069
12250242892,12237343877,0,1096498279,,secondary,2,,Maharaja Agrasen Marg,True,False,49.03000956856067,"LINESTRING (8612378.08903921 3324747.8283966584, 8612388.541939396 3324757.2234815033, 8612420.078751137 3324784.7367910175)",,,,,,1,0,3.26,159,300.0,65.0,3,79,79,5.0,485.6044907099552
12250242892,12250249409,0,1323827750,,secondary_link,,,,True,False,126.91383542282239,"LINESTRING (8612378.08903921 3324747.8283966584, 8612382.92030511 3324748.487700642, 8612385.447257552 3324748.7539580287, 8612387.9074183 3324749.692198388, 8612390.111544218 3324750.795264841, 8612395.844497992 3324754.3707222464, 8612398.393714331 3324755.3723576497, 8612401.733299056 3324755.4611101574, 8612405.117411576 3324754.2439329606, 8612407.466252832 3324753.407123702, 8612411.306775264 3324750.9727697955, 8612414.4905127 3324748.196085415, 8612416.416339891 3324745.8124481416, 8612418.420090726 3324741.6410839413, 8612418.408958776 3324738.6995756244, 8612417.841229374 3324735.998967267, 8612416.494263535 3324733.678726721, 8612363.84014439 3324687.489541358, 8612362.315067366 3324685.600390601, 8612361.123948814 3324682.6842523767, 8612360.289052634 3324679.8695456525, 8612358.942086793 3324670.09414989)",,,,,,1,0,3.26,159,300.0,65.0,3,79,42,5.0,660.4457305310248
307369643,851995554,0,71644009,,tertiary,,,BPO Road,True,False,13.163255929619032,"LINESTRING (8611835.306334052 3324966.883940444, 8611838.300828354 3324981.5917404033)",,,,,,0,1,3.26,159,300.0,65.0,3,79,44,5.0,82.30199130838848
307369643,851867854,0,27991162,,tertiary,2,,Bhardwaj Road,True,False,449.0400265662521,"LINESTRING (8611835.306334052 3324966.883940444, 8611714.535818491 3324975.581827078, 8611649.50297197 3324972.450080071, 8611584.169562822 3324963.498612924, 8611574.740801953 3324962.0531924474, 8611424.804579802 3324939.6238369006, 8611327.266441971 3324924.2440914647)",,,,,,1,2,3.26,159,300.0,65.0,3,79,40,5.0,2170.1921275180102
851995554,851994052,0,70535820,,tertiary,2,,Bhardwaj Road,True,False,10.229597139826874,"LINESTRING (8611838.300828354 3324981.5917404033, 8611849.766735906 3324979.448965088)",,,,,,0,1,3.26,159,300.0,65.0,3,79,14,5.0,29.98572319490915
851995554,851994554,0,71644009,,tertiary,,,BPO Road,True,False,552.4503394557343,"LINESTRING (8611838.300828354 3324981.5917404033, 8611872.520439824 3325164.667171333, 8611906.027606552 3325313.941631593, 8611930.250727748 3325427.3345355443, 8611935.19331314 3325450.474769263, 8611937.441966856 3325495.56347163, 8611939.078363368 3325515.115481678, 8611944.455094775 3325601.286679826)",,,,,,16,1,3.26,159,300.0,65.0,3,79,41,5.0,2810.855670122213
851867854,851867159,0,27991162,,tertiary,2,,Bhardwaj Road,True,False,8.967708147220128,"LINESTRING (8611327.266441971 3324924.2440914647, 8611317.158632206 3324922.6972425357)",,,,,,0,1,3.26,159,300.0,65.0,3,79,72,5.0,90.2809983919819
308729333,799269364,0,1455745551,,tertiary,,,,True,False,16.771505907184647,"LINESTRING (8615263.011566762 3316446.8343981737, 8615246.35817094 3316437.4578360803)",,,,,,0,0,3.26,159,300.0,65.0,3,79,69,5.0,154.6680689114889
308729333,799269380,0,1374672767,,tertiary,,,Dadri Road,True,False,35.925697888758144,"LINESTRING (8615263.011566762 3316446.8343981737, 8615270.15827807 3316440.6762769227, 8615278.663087167 3316434.2520670374, 8615288.514862103 3316429.627144675, 8615298.2219217 3316427.3843746814)",,,,,,0,0,3.26,159,300.0,65.0,3,79,56,5.0,257.22068981245474
799269364,799268999,0,1455745552,,tertiary,,,Dadri Road,True,False,11.441673293868135,"LINESTRING (8615246.35817094 3316437.4578360803, 8615240.569557419 3316449.140526617)",,,,,,0,0,3.26,159,300.0,65.0,3,79,10,5.0,29.53000795264176
799269364,799269101,0,65484743,,tertiary,,,,True,False,205.64246425687125,"LINESTRING (8615246.35817094 3316437.4578360803, 8615172.4754249 3316432.389426879, 8615158.059550842 3316429.981933184, 8615148.76437336 3316425.179618106, 8615141.706717644 3316419.566360193, 8615133.224172445 3316408.5172454137, 8615062.458372148 3316321.3790768823)",,,,,,2,0,3.26,159,300.0,65.0,3,79,58,5.0,1457.0715512278239
